হ,ও,য,়,া,&,হ,ৃ,য,়,া,#,হ,ৃ,য,়,া,$,COPY	হ,ও,য,়,া
জ,ড,ৃ,া,ল,ঢ,ত,ন, ,ক,র,া,&,জ,ষ,ৃ,া,ল,ঢ,ত,ন, ,ক,র,া,#,জ,ষ,ৃ,া,ল,ঢ,ত,ন, ,ক,র,ব,ি,$,V,2,FUT,LGSPEC1	জ,ড,ৃ,া,ল,ঢ,ত,ন, ,ক,র,ব,ি
জ,্,ব,া,ল,া,ত,ন, ,ক,র,া,&,জ,ষ,়,া,শ,া,ত,ন, ,ক,র,া,#,জ,ষ,়,া,শ,া,ত,ন, ,ক,র,ছ,ে,$,V,PROG,2,POL,PRS	জ,্,ব,া,ল,া,ত,ন, ,ক,র,ছ,ে
জ,স,ব,ক,ল,দ,ত,ন, ,ক,র,া,&,জ,স,ব,ক,ল,দ,ঢ,ন, ,ক,র,া,#,জ,স,ব,ক,ল,দ,ঢ,ন, ,ক,র,া,$,COPY	জ,স,ব,ক,ল,দ,ত,ন, ,ক,র,া
জ,স,ব,ক,ল,দ,ত,ন, ,ক,র,া,&,জ,স,ব,ও,ঘ,দ,ত,ন, ,ক,র,া,#,জ,স,ব,ও,ঘ,দ,ত,ন, ,ক,র,ল,ে,$,V,3,INFM,PST	জ,স,ব,ক,ল,দ,ত,ন, ,ক,র,ল,ে
ী,স,ঠ,়,ু,&,ী,ফ,ঠ,়,ু,#,ী,ফ,ঠ,়,ু,$,COPY	ী,স,ঠ,়,ু
ী,স,ঠ,়,ু,&,ী,স,ঠ,়,ঙ,#,ী,স,ঠ,়,ঙ,ত,ে,$,N,LOC,NDEF	ী,স,ঠ,়,ু,ত,ে
ব,স,্,ত,ু,&,জ,র,্,ত,ু,#,জ,র,্,ত,ু,গ,ু,ল,া,র,$,N,GEN,DEF,PL	ব,স,্,ত,ু,গ,ু,ল,া,র
ব,স,ড,ত,ড,&,য,স,ড,ত,ড,#,য,স,ড,ত,ড,$,COPY	ব,স,ড,ত,ড
ব,স,ড,ত,ড,&,উ,স,উ,ত,ড,#,উ,স,উ,ত,ড,$,N,ACC,NDEF	ব,স,ড,ত,ড
উ,স,ড,ত,ভ,&,উ,স,চ,ড,চ,#,উ,স,চ,ড,চ,$,COPY	উ,স,ড,ত,ভ
উ,স,ড,ত,ভ,&,উ,স,ত,ত,ভ,#,উ,স,ত,ত,ভ,ট,া,$,N,NOM,DEF,SG	উ,স,ড,ত,ভ,ট,া
ট,আ,্,ত,ছ,&,ত,আ,্,য,ছ,#,ত,আ,্,য,ছ,$,COPY	ট,আ,্,ত,ছ
ট,আ,্,ত,ছ,&,ট,আ,়,ত,ছ,#,ট,আ,়,ত,ছ,ট,া,র,$,N,GEN,DEF,SG	ট,আ,্,ত,ছ,ট,া,র
ো,ই,প,ঠ,ু,&,ট,ঝ,প,ঠ,্,#,ট,ঝ,প,ঠ,্,$,COPY	ো,ই,প,ঠ,ু
ো,ই,প,ঠ,ু,&,অ,হ,ি,ঠ,ী,#,অ,হ,ি,ঠ,ী,ট,া,ত,ে,$,N,LOC,DEF,SG	ো,ই,প,ঠ,ু,ট,া,ত,ে
ও,ল,্,ত,ু,&,ও,ল,্,ঠ,ু,#,ও,ল,্,ঠ,ু,$,COPY	ও,ল,্,ত,ু
ও,ল,্,ত,ু,&,ও,ল,্,ত,ো,#,ও,ল,্,ত,ো,গ,ু,ল,া,$,N,ACC,DEF,PL	ও,ল,্,ত,ু,গ,ু,ল,া
জ,গ,্,ঙ,ু,&,জ,গ,ো,ঙ,ু,#,জ,গ,ো,ঙ,ু,$,COPY	জ,গ,্,ঙ,ু
জ,গ,্,ঙ,ু,&,জ,ু,্,ঙ,ি,#,জ,ু,্,ঙ,ি,গ,ু,ল,া,ত,ে,$,N,LOC,DEF,PL	জ,গ,্,ঙ,ু,গ,ু,ল,া,ত,ে
ে,স,্,ছ,ু,&,ে,স,ৃ,আ,ু,#,ে,স,ৃ,আ,ু,$,COPY	ে,স,্,ছ,ু
ে,স,্,ছ,ু,&,ঁ,স,্,স,ু,#,ঁ,স,্,স,ু,$,N,NOM,NDEF	ে,স,্,ছ,ু
ব,স,ছ,্,ও,&,ব,ঘ,ছ,্,ও,#,ব,ঘ,ছ,্,ও,$,COPY	ব,স,ছ,্,ও
ব,স,ছ,্,ও,&,স,স,ছ,ি,ও,#,স,স,ছ,ি,ও,ট,া,$,N,ACC,DEF,SG	ব,স,ছ,্,ও,ট,া
ফ,স,ট,জ,ই,&,ছ,স,ট,জ,ই,#,ছ,স,ট,জ,ই,$,COPY	ফ,স,ট,জ,ই
ফ,স,ট,জ,ই,&,ফ,স,ট,জ,ৃ,#,ফ,স,ট,জ,ৃ,র,$,N,GEN,NDEF	ফ,স,ট,জ,ই,র
ব,স,্,য,ু,&,ট,ু,স,়,ু,#,ট,ু,স,়,ু,$,COPY	ব,স,্,য,ু
ব,স,্,য,ু,&,ব,স,ন,য,া,#,ব,স,ন,য,া,গ,ু,ল,া,$,N,NOM,DEF,PL	ব,স,্,য,ু,গ,ু,ল,া
হ,ল,শ,ু,&,হ,ল,ধ,ু,#,হ,ল,ধ,ু,$,COPY	হ,ল,শ,ু
হ,ল,শ,ু,&,ঝ,ল,ম,ু,#,ঝ,ল,ম,ু,দ,ে,র,ক,ে,$,N,ACC,DEF,PL	হ,ল,শ,ু,দ,ে,র,ক,ে
শ,ম,শ,ু,&,ু,ম,শ,ু,#,ু,ম,শ,ু,$,COPY	শ,ম,শ,ু
শ,ম,শ,ু,&,শ,ঘ,শ,ু,#,শ,ঘ,শ,ু,র,া,$,N,NOM,DEF,PL	শ,ম,শ,ু,র,া
শ,গ,শ,ু,&,ঢ,ো,শ,ু,#,ঢ,ো,শ,ু,$,COPY	শ,গ,শ,ু
শ,গ,শ,ু,&,আ,গ,শ,ু,#,আ,গ,শ,ু,র,$,N,GEN,NDEF	শ,গ,শ,ু,র
জ,ি,শ,়,&,জ,গ,শ,ও,#,জ,গ,শ,ও,$,COPY	জ,ি,শ,়
জ,ি,শ,়,&,ঙ,ি,শ,়,#,ঙ,ি,শ,়,দ,ে,র,$,N,GEN,DEF,PL	জ,ি,শ,়,দ,ে,র
ছ,ভ,শ,ু,&,ছ,ভ,ভ,ু,#,ছ,ভ,ভ,ু,$,COPY	ছ,ভ,শ,ু
ছ,ভ,শ,ু,&,ফ,ভ,শ,ু,#,ফ,ভ,শ,ু,ট,া,র,$,N,GEN,DEF,SG	ছ,ভ,শ,ু,ট,া,র
শ,স,ত,ৃ,&,শ,স,ত,ী,#,শ,স,ত,ী,$,COPY	শ,স,ত,ৃ
শ,স,ত,ৃ,&,দ,স,ত,ৃ,#,দ,স,ত,ৃ,$,N,ACC,NDEF	শ,স,ত,ৃ
শ,্,আ,ু,&,ি,ল,আ,ু,#,ি,ল,আ,ু,$,COPY	শ,্,আ,ু
শ,্,আ,ু,&,শ,্,ল,ু,#,শ,্,ল,ু,$,N,NOM,NDEF	শ,্,আ,ু
শ,ই,শ,ঁ,&,শ,ঁ,হ,ঁ,#,শ,ঁ,হ,ঁ,$,COPY	শ,ই,শ,ঁ
শ,ই,শ,ঁ,&,ট,ই,শ,ঁ,#,ট,ই,শ,ঁ,ট,া,ক,ে,$,N,ACC,DEF,SG	শ,ই,শ,ঁ,ট,া,ক,ে
্,ি,শ,ু,&,্,ি,শ,ন,#,্,ি,শ,ন,$,COPY	্,ি,শ,ু
্,ি,শ,ু,&,ৃ,ি,শ,ু,#,ৃ,ি,শ,ু,ট,া,$,N,NOM,DEF,SG	্,ি,শ,ু,ট,া
দ,দ,স,&,দ,ভ,স,#,দ,ভ,স,$,COPY	দ,দ,স
দ,দ,স,&,শ,দ,স,#,শ,দ,স,গ,ু,ল,া,$,N,NOM,DEF,PL	দ,দ,স,গ,ু,ল,া
ল,ই,ড,&,ল,ই,হ,#,ল,ই,হ,$,COPY	ল,ই,ড
ল,ই,ড,&,ভ,ই,ড,#,ভ,ই,ড,ে,$,N,LOC,NDEF	ল,ই,ড,ে
দ,দ,ঁ,&,ো,ঝ,ঁ,#,ো,ঝ,ঁ,$,COPY	দ,দ,ঁ
দ,দ,ঁ,&,দ,দ,্,#,দ,দ,্,$,N,ACC,NDEF	দ,দ,ঁ
দ,ে,ল,&,গ,ে,ল,#,গ,ে,ল,$,COPY	দ,ে,ল
দ,ে,ল,&,দ,ল,ল,#,দ,ল,ল,ট,া,$,N,ACC,DEF,SG	দ,ে,ল,ট,া
আ,ঠ,হ,&,আ,ভ,হ,#,আ,ভ,হ,$,COPY	আ,ঠ,হ
আ,ঠ,হ,&,আ,ন,ঢ,#,আ,ন,ঢ,গ,ু,ল,া,র,$,N,GEN,DEF,PL	আ,ঠ,হ,গ,ু,ল,া,র
ম,ে,অ,&,ক,ে,অ,#,ক,ে,অ,$,COPY	ম,ে,অ
ম,ে,অ,&,ভ,ে,অ,#,ভ,ে,অ,ট,া,র,$,N,GEN,DEF,SG	ম,ে,অ,ট,া,র
ৃ,ঘ,ঘ,&,উ,ঘ,ণ,#,উ,ঘ,ণ,$,COPY	ৃ,ঘ,ঘ
ৃ,ঘ,ঘ,&,ৃ,ঘ,ই,#,ৃ,ঘ,ই,$,N,NOM,NDEF	ৃ,ঘ,ঘ
জ,ে,হ,&,জ,ে,আ,#,জ,ে,আ,$,COPY	জ,ে,হ
জ,ে,হ,&,জ,ম,হ,#,জ,ম,হ,ট,া,ত,ে,$,N,LOC,DEF,SG	জ,ে,হ,ট,া,ত,ে
জ,ে,হ,&,জ,ে,ণ,#,জ,ে,ণ,গ,ু,ল,া,$,N,ACC,DEF,PL	জ,ে,হ,গ,ু,ল,া
র,ৃ,হ,&,ঠ,ৃ,হ,#,ঠ,ৃ,হ,$,COPY	র,ৃ,হ
র,ৃ,হ,&,র,ও,হ,#,র,ও,হ,ে,র,$,N,GEN,NDEF	র,ৃ,হ,ে,র
ণ,ি,হ,&,ণ,ি,ত,#,ণ,ি,ত,$,COPY	ণ,ি,হ
ণ,ি,হ,&,ণ,উ,হ,#,ণ,উ,হ,গ,ু,ল,া,ত,ে,$,N,LOC,DEF,PL	ণ,ি,হ,গ,ু,ল,া,ত,ে
্,ণ,ক,&,্,দ,়,#,্,দ,়,$,COPY	্,ণ,ক
্,ণ,ক,&,ট,ণ,ক,#,ট,ণ,ক,ট,া,$,N,NOM,DEF,SG	্,ণ,ক,ট,া
চ,ও,ম,়,শ,ন, ,ক,র,া,&,চ,ও,ম,়,ব,ন, ,ক,র,া,#,চ,ও,ম,়,ব,ন, ,ক,র,া,$,COPY	চ,ও,ম,়,শ,ন, ,ক,র,া
চ,ও,ম,়,শ,ন, ,ক,র,া,&,চ,ও,ৃ,়,শ,ন, ,ক,র,া,#,চ,ও,ৃ,়,শ,ন, ,ক,র,ছ,ে,ন,$,V,PROG,3,POL,PRS	চ,ও,ম,়,শ,ন, ,ক,র,ছ,ে,ন
চ,ু,ম,্,ব,ন, ,ক,র,া,&,চ,ু,ম,্,ড,ন, ,ক,র,া,#,চ,ু,ম,্,ড,ন, ,ক,র,ে,ছ,ে,$,V,PRF,2,POL,PRS	চ,ু,ম,্,ব,ন, ,ক,র,ে,ছ,ে
চ,ু,ম,অ,দ,ন, ,ক,র,া,&,চ,ু,ম,শ,দ,ন, ,ক,র,া,#,চ,ু,ম,শ,দ,ন, ,ক,র,া,$,COPY	চ,ু,ম,অ,দ,ন, ,ক,র,া
চ,ু,ম,অ,দ,ন, ,ক,র,া,&,চ,ম,ম,অ,দ,ন, ,ক,র,া,#,চ,ম,ম,অ,দ,ন, ,ক,র,ছ,ো,$,V,PROG,3,INFM,PRS	চ,ু,ম,অ,দ,ন, ,ক,র,ছ,ো
চ,শ,ম,্,এ,ন, ,ক,র,া,&,চ,শ,ব,্,়,ন, ,ক,র,া,#,চ,শ,ব,্,়,ন, ,ক,র,া,$,COPY	চ,শ,ম,্,এ,ন, ,ক,র,া
চ,শ,ম,্,এ,ন, ,ক,র,া,&,চ,শ,উ,্,এ,ন, ,ক,র,া,#,চ,শ,উ,্,এ,ন, ,ক,র,ে,ছ,ি,ল,ে,ন,$,V,PRF,3,POL,PST	চ,শ,ম,্,এ,ন, ,ক,র,ে,ছ,ি,ল,ে,ন
চ,ণ,হ,্,য,ন, ,ক,র,া,&,চ,ণ,হ,ৃ,য,ন, ,ক,র,া,#,চ,ণ,হ,ৃ,য,ন, ,ক,র,া,$,COPY	চ,ণ,হ,্,য,ন, ,ক,র,া
চ,ণ,হ,্,য,ন, ,ক,র,া,&,চ,ণ,হ,়,য,ন, ,ক,র,া,#,চ,ণ,হ,়,য,ন, ,ক,র,ত,ে,ন,$,V,HAB,3,POL,PST	চ,ণ,হ,্,য,ন, ,ক,র,ত,ে,ন
চ,ু,অ,ঝ,ব,ন, ,ক,র,া,&,চ,ু,ঁ,ঝ,ব,ন, ,ক,র,া,#,চ,ু,ঁ,ঝ,ব,ন, ,ক,র,া,$,COPY	চ,ু,অ,ঝ,ব,ন, ,ক,র,া
চ,ু,অ,ঝ,ব,ন, ,ক,র,া,&,চ,ড,অ,ঝ,ব,ন, ,ক,র,া,#,চ,ড,অ,ঝ,ব,ন, ,ক,র,ল,া,ম,$,V,1,PST	চ,ু,অ,ঝ,ব,ন, ,ক,র,ল,া,ম
চ,ন,ম,য,ব,ন, ,ক,র,া,&,চ,ষ,ম,য,ব,ন, ,ক,র,া,#,চ,ষ,ম,য,ব,ন, ,ক,র,া,$,COPY	চ,ন,ম,য,ব,ন, ,ক,র,া
চ,ন,ম,য,ব,ন, ,ক,র,া,&,চ,ন,খ,ই,ব,ন, ,ক,র,া,#,চ,ন,খ,ই,ব,ন, ,ক,র,ে,ছ,ি,ল,ি,$,V,PRF,2,PST,LGSPEC1	চ,ন,ম,য,ব,ন, ,ক,র,ে,ছ,ি,ল,ি
চ,ঘ,ম,ু,ণ,ন, ,ক,র,া,&,চ,ঘ,ম,হ,ণ,ন, ,ক,র,া,#,চ,ঘ,ম,হ,ণ,ন, ,ক,র,া,$,COPY	চ,ঘ,ম,ু,ণ,ন, ,ক,র,া
চ,ঘ,ম,ু,ণ,ন, ,ক,র,া,&,চ,ঁ,দ,ন,স,ন, ,ক,র,া,#,চ,ঁ,দ,ন,স,ন, ,ক,র,ছ,ি,ল,ি,$,V,PROG,2,PST,LGSPEC1	চ,ঘ,ম,ু,ণ,ন, ,ক,র,ছ,ি,ল,ি
চ,ু,ক,স,ন,ন, ,ক,র,া,&,চ,ি,ক,শ,ন,ন, ,ক,র,া,#,চ,ি,ক,শ,ন,ন, ,ক,র,া,$,COPY	চ,ু,ক,স,ন,ন, ,ক,র,া
চ,ু,ক,স,ন,ন, ,ক,র,া,&,চ,ু,ক,ি,ন,ন, ,ক,র,া,#,চ,ু,ক,ি,ন,ন, ,ক,র,ে,ছ,ো,$,V,PRF,3,INFM,PRS	চ,ু,ক,স,ন,ন, ,ক,র,ে,ছ,ো
চ,ু,ম,্,গ,ন, ,ক,র,া,&,চ,ু,ম,আ,গ,ন, ,ক,র,া,#,চ,ু,ম,আ,গ,ন, ,ক,র,া,$,COPY	চ,ু,ম,্,গ,ন, ,ক,র,া
চ,ু,ম,্,গ,ন, ,ক,র,া,&,চ,ু,ণ,্,গ,ন, ,ক,র,া,#,চ,ু,ণ,্,গ,ন, ,ক,র,ত,ি,স,$,V,HAB,2,PST,LGSPEC1	চ,ু,ম,্,গ,ন, ,ক,র,ত,ি,স
চ,ু,ম,্,ক,ন, ,ক,র,া,&,চ,ু,ম,অ,ক,ন, ,ক,র,া,#,চ,ু,ম,অ,ক,ন, ,ক,র,া,$,COPY	চ,ু,ম,্,ক,ন, ,ক,র,া
চ,ু,ম,্,ক,ন, ,ক,র,া,&,চ,ঁ,ম,্,ণ,ন, ,ক,র,া,#,চ,ঁ,ম,্,ণ,ন, ,ক,র,ব,ে,$,V,3,INFM,FUT	চ,ু,ম,্,ক,ন, ,ক,র,ব,ে
চ,ই,ঙ,ম,ন,ন, ,ক,র,া,&,চ,ই,ঙ,ম,্,ন, ,ক,র,া,#,চ,ই,ঙ,ম,্,ন, ,ক,র,া,$,COPY	চ,ই,ঙ,ম,ন,ন, ,ক,র,া
চ,ই,ঙ,ম,ন,ন, ,ক,র,া,&,চ,ন,ঙ,ঠ,ন,ন, ,ক,র,া,#,চ,ন,ঙ,ঠ,ন,ন, ,ক,র,ো,$,V,3,INFM,PRS	চ,ই,ঙ,ম,ন,ন, ,ক,র,ো
চ,ু,ব,্,ব,ন, ,ক,র,া,&,চ,ফ,ণ,্,এ,ন, ,ক,র,া,#,চ,ফ,ণ,্,এ,ন, ,ক,র,া,$,COPY	চ,ু,ব,্,ব,ন, ,ক,র,া
চ,ু,ব,্,ব,ন, ,ক,র,া,&,চ,ু,হ,্,ব,ন, ,ক,র,া,#,চ,ু,হ,্,ব,ন, ,ক,র,ত,ো,$,V,HAB,2,POL,PST	চ,ু,ব,্,ব,ন, ,ক,র,ত,ো
চ,ু,ম,ে,ব,ন, ,ক,র,া,&,চ,ু,ম,ঠ,ব,ন, ,ক,র,া,#,চ,ু,ম,ঠ,ব,ন, ,ক,র,া,$,COPY	চ,ু,ম,ে,ব,ন, ,ক,র,া
চ,ু,ম,ে,ব,ন, ,ক,র,া,&,চ,ু,ম,ে,ফ,ন, ,ক,র,া,#,চ,ু,ম,ে,ফ,ন, ,ক,র,ল,ো,$,V,2,POL,PST	চ,ু,ম,ে,ব,ন, ,ক,র,ল,ো
চ,য,ম,ঠ,ক,ন, ,ক,র,া,&,চ,আ,ম,ঠ,ক,ন, ,ক,র,া,#,চ,আ,ম,ঠ,ক,ন, ,ক,র,া,$,COPY	চ,য,ম,ঠ,ক,ন, ,ক,র,া
চ,য,ম,ঠ,ক,ন, ,ক,র,া,&,চ,য,ল,ঠ,ক,ন, ,ক,র,া,#,চ,য,ল,ঠ,ক,ন, ,ক,র,ব,ো,$,V,1,FUT	চ,য,ম,ঠ,ক,ন, ,ক,র,ব,ো
চ,ু,জ,্,ঠ,ন, ,ক,র,া,&,চ,ু,আ,্,য,ন, ,ক,র,া,#,চ,ু,আ,্,য,ন, ,ক,র,া,$,COPY	চ,ু,জ,্,ঠ,ন, ,ক,র,া
চ,ু,জ,্,ঠ,ন, ,ক,র,া,&,চ,ু,ে,্,ঠ,ন, ,ক,র,া,#,চ,ু,ে,্,ঠ,ন, ,ক,র,ছ,ি,ল,ো,$,V,PROG,2,POL,PST	চ,ু,জ,্,ঠ,ন, ,ক,র,ছ,ি,ল,ো
চ,ু,ত,্,া,ন, ,ক,র,া,&,চ,া,ত,্,া,ন, ,ক,র,া,#,চ,া,ত,্,া,ন, ,ক,র,া,$,COPY	চ,ু,ত,্,া,ন, ,ক,র,া
চ,ু,ত,্,া,ন, ,ক,র,া,&,চ,ছ,ত,্,া,ন, ,ক,র,া,#,চ,ছ,ত,্,া,ন, ,ক,র,ছ,ি,$,V,PROG,1,PRS	চ,ু,ত,্,া,ন, ,ক,র,ছ,ি
চ,ু,ঢ,্,এ,ন, ,ক,র,া,&,চ,ু,ঢ,্,ট,ন, ,ক,র,া,#,চ,ু,ঢ,্,ট,ন, ,ক,র,া,$,COPY	চ,ু,ঢ,্,এ,ন, ,ক,র,া
চ,ু,ঢ,্,এ,ন, ,ক,র,া,&,চ,ু,ঢ,দ,এ,ন, ,ক,র,া,#,চ,ু,ঢ,দ,এ,ন, ,ক,র,ে,ছ,ে,ন,$,V,PRF,3,POL,PRS	চ,ু,ঢ,্,এ,ন, ,ক,র,ে,ছ,ে,ন
চ,ন,ম,ঙ,ক,ন, ,ক,র,া,&,চ,গ,য,ঙ,ঝ,ন, ,ক,র,া,#,চ,গ,য,ঙ,ঝ,ন, ,ক,র,া,$,COPY	চ,ন,ম,ঙ,ক,ন, ,ক,র,া
চ,ন,ম,ঙ,ক,ন, ,ক,র,া,&,চ,ন,ম,ড,ক,ন, ,ক,র,া,#,চ,ন,ম,ড,ক,ন, ,ক,র,ে,ছ,ি,স,$,V,PRF,2,PRS,LGSPEC1	চ,ন,ম,ঙ,ক,ন, ,ক,র,ে,ছ,ি,স
চ,জ,ম,ছ,ব,ন, ,ক,র,া,&,চ,জ,ম,র,া,ন, ,ক,র,া,#,চ,জ,ম,র,া,ন, ,ক,র,া,$,COPY	চ,জ,ম,ছ,ব,ন, ,ক,র,া
চ,জ,ম,ছ,ব,ন, ,ক,র,া,&,চ,আ,ম,ছ,ব,ন, ,ক,র,া,#,চ,আ,ম,ছ,ব,ন, ,ক,র,ল,ে,$,V,3,INFM,PST	চ,জ,ম,ছ,ব,ন, ,ক,র,ল,ে
চ,ু,ম,্,উ,ন, ,ক,র,া,&,চ,ু,ম,্,ও,ন, ,ক,র,া,#,চ,ু,ম,্,ও,ন, ,ক,র,া,$,COPY	চ,ু,ম,্,উ,ন, ,ক,র,া
চ,ু,ম,্,উ,ন, ,ক,র,া,&,চ,ঝ,ম,্,উ,ন, ,ক,র,া,#,চ,ঝ,ম,্,উ,ন, ,ক,র,ছ,ে,$,V,PROG,2,POL,PRS	চ,ু,ম,্,উ,ন, ,ক,র,ছ,ে
চ,ু,ম,্,়,ন, ,ক,র,া,&,চ,ু,ম,অ,়,ন, ,ক,র,া,#,চ,ু,ম,অ,়,ন, ,ক,র,া,$,COPY	চ,ু,ম,্,়,ন, ,ক,র,া
চ,ু,ম,্,়,ন, ,ক,র,া,&,চ,ু,ম,্,ী,ন, ,ক,র,া,#,চ,ু,ম,্,ী,ন, ,ক,র,ি,$,V,1,PRS	চ,ু,ম,্,়,ন, ,ক,র,ি
চ,ু,ড,্,ব,ন, ,ক,র,া,&,চ,ু,ে,্,ড,ন, ,ক,র,া,#,চ,ু,ে,্,ড,ন, ,ক,র,া,$,COPY	চ,ু,ড,্,ব,ন, ,ক,র,া
চ,ু,ড,্,ব,ন, ,ক,র,া,&,চ,ই,া,্,ব,ন, ,ক,র,া,#,চ,ই,া,্,ব,ন, ,ক,র,ব,ে,ন,$,V,3,POL,FUT	চ,ু,ড,্,ব,ন, ,ক,র,ব,ে,ন
চ,অ,ব,্,ব,ন, ,ক,র,া,&,চ,হ,ব,্,ব,ন, ,ক,র,া,#,চ,হ,ব,্,ব,ন, ,ক,র,া,$,COPY	চ,অ,ব,্,ব,ন, ,ক,র,া
চ,অ,ব,্,ব,ন, ,ক,র,া,&,চ,শ,ড,্,ব,ন, ,ক,র,া,#,চ,শ,ড,্,ব,ন, ,ক,র,ে,ন,$,V,3,POL,PRS	চ,অ,ব,্,ব,ন, ,ক,র,ে,ন
চ,ু,প,ে,ব,ন, ,ক,র,া,&,চ,ু,প,ে,স,ন, ,ক,র,া,#,চ,ু,প,ে,স,ন, ,ক,র,া,$,COPY	চ,ু,প,ে,ব,ন, ,ক,র,া
চ,ু,প,ে,ব,ন, ,ক,র,া,&,চ,ু,প,য,ব,ন, ,ক,র,া,#,চ,ু,প,য,ব,ন, ,ক,র,ি,স,$,V,2,PRS,LGSPEC1	চ,ু,প,ে,ব,ন, ,ক,র,ি,স
চ,ু,গ,্,ব,ন, ,ক,র,া,&,চ,ু,ঘ,্,ব,ন, ,ক,র,া,#,চ,ু,ঘ,্,ব,ন, ,ক,র,া,$,COPY	চ,ু,গ,্,ব,ন, ,ক,র,া
চ,ু,গ,্,ব,ন, ,ক,র,া,&,চ,ু,ঠ,্,ব,ন, ,ক,র,া,#,চ,ু,ঠ,্,ব,ন, ,ক,র,ব,ে,$,V,2,POL,FUT	চ,ু,গ,্,ব,ন, ,ক,র,ব,ে
চ,ঝ,আ,এ,ব,ন, ,ক,র,া,&,চ,ঝ,দ,ো,ব,ন, ,ক,র,া,#,চ,ঝ,দ,ো,ব,ন, ,ক,র,া,$,COPY	চ,ঝ,আ,এ,ব,ন, ,ক,র,া
চ,ঝ,আ,এ,ব,ন, ,ক,র,া,&,চ,ঝ,আ,ন,ব,ন, ,ক,র,া,#,চ,ঝ,আ,ন,ব,ন, ,ক,র,ে,ছ,ি,ল,ো,$,V,PRF,2,POL,PST	চ,ঝ,আ,এ,ব,ন, ,ক,র,ে,ছ,ি,ল,ো
চ,ু,চ,ধ,ব,ন, ,ক,র,া,&,চ,ু,চ,ধ,ষ,ন, ,ক,র,া,#,চ,ু,চ,ধ,ষ,ন, ,ক,র,া,$,COPY	চ,ু,চ,ধ,ব,ন, ,ক,র,া
চ,ু,চ,ধ,ব,ন, ,ক,র,া,&,চ,ু,চ,ট,ব,ন, ,ক,র,া,#,চ,ু,চ,ট,ব,ন, ,ক,র,ল,ে,ন,$,V,3,POL,PST	চ,ু,চ,ধ,ব,ন, ,ক,র,ল,ে,ন
চ,ও,ম,ু,ব,ন, ,ক,র,া,&,চ,ও,ত,ু,ব,ন, ,ক,র,া,#,চ,ও,ত,ু,ব,ন, ,ক,র,া,$,COPY	চ,ও,ম,ু,ব,ন, ,ক,র,া
চ,ও,ম,ু,ব,ন, ,ক,র,া,&,চ,ও,য,ু,ব,ন, ,ক,র,া,#,চ,ও,য,ু,ব,ন, ,ক,র,ে,ছ,ি,ল,া,ম,$,V,PRF,1,PST	চ,ও,ম,ু,ব,ন, ,ক,র,ে,ছ,ি,ল,া,ম
চ,ত,ম,ভ,জ,ন, ,ক,র,া,&,চ,ো,ম,ভ,ক,ন, ,ক,র,া,#,চ,ো,ম,ভ,ক,ন, ,ক,র,া,$,COPY	চ,ত,ম,ভ,জ,ন, ,ক,র,া
চ,ত,ম,ভ,জ,ন, ,ক,র,া,&,চ,ত,ছ,ভ,জ,ন, ,ক,র,া,#,চ,ত,ছ,ভ,জ,ন, ,ক,র,ে,ছ,ি,ল,ে,$,V,PRF,3,INFM,PST	চ,ত,ম,ভ,জ,ন, ,ক,র,ে,ছ,ি,ল,ে
চ,হ,ম,ে,ী,ন, ,ক,র,া,&,চ,হ,ঢ,ে,গ,ন, ,ক,র,া,#,চ,হ,ঢ,ে,গ,ন, ,ক,র,া,$,COPY	চ,হ,ম,ে,ী,ন, ,ক,র,া
চ,হ,ম,ে,ী,ন, ,ক,র,া,&,চ,ঢ,ম,ে,ী,ন, ,ক,র,া,#,চ,ঢ,ম,ে,ী,ন, ,ক,র,ত,া,ম,$,V,HAB,1,PST	চ,হ,ম,ে,ী,ন, ,ক,র,ত,া,ম
চ,ছ,ঁ,্,গ,ন, ,ক,র,া,&,চ,ছ,ঁ,্,ব,ন, ,ক,র,া,#,চ,ছ,ঁ,্,ব,ন, ,ক,র,া,$,COPY	চ,ছ,ঁ,্,গ,ন, ,ক,র,া
চ,ছ,ঁ,্,গ,ন, ,ক,র,া,&,চ,ছ,ধ,্,গ,ন, ,ক,র,া,#,চ,ছ,ধ,্,গ,ন, ,ক,র,ছ,ি,ল,ে,ন,$,V,PROG,3,POL,PST	চ,ছ,ঁ,্,গ,ন, ,ক,র,ছ,ি,ল,ে,ন
চ,ু,ম,্,চ,ন, ,ক,র,া,&,চ,ু,ম,ল,চ,ন, ,ক,র,া,#,চ,ু,ম,ল,চ,ন, ,ক,র,া,$,COPY	চ,ু,ম,্,চ,ন, ,ক,র,া
চ,ু,ম,্,চ,ন, ,ক,র,া,&,চ,ু,ম,্,ো,ন, ,ক,র,া,#,চ,ু,ম,্,ো,ন, ,ক,র,ল,ি,$,V,2,PST,LGSPEC1	চ,ু,ম,্,চ,ন, ,ক,র,ল,ি
চ,ু,ম,ভ,ব,ন, ,ক,র,া,&,চ,ৃ,ম,ভ,়,ন, ,ক,র,া,#,চ,ৃ,ম,ভ,়,ন, ,ক,র,া,$,COPY	চ,ু,ম,ভ,ব,ন, ,ক,র,া
