l,i,a,&,s,i,a,#,s,i,a,$,COPY	l,i,a
r,u,k,a,&,r,u,z,a,#,u,n,g,a,l,i,r,u,z,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,r,u,k,a
r,u,k,a,&,i,u,k,a,#,t,u,n,g,e,i,u,k,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,r,u,k,a
r,u,k,a,&,r,u,k,r,#,a,a,r,u,k,r,$,V,INDF,FIN,IND,SG,3,PRS	a,a,r,u,k,a
r,u,k,a,&,r,y,h,a,#,n,i,h,u,r,y,h,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,r,u,k,a
r,u,k,a,&,r,u,o,a,#,t,u,n,g,a,l,i,r,u,o,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,r,u,k,a
r,u,k,a,&,r,u,k,g,#,a,h,u,r,u,k,g,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,r,u,k,a
r,u,k,a,&,r,i,k,a,#,u,l,i,r,i,k,a,$,V,FIN,IND,SG,2,PST	u,l,i,r,u,k,a
r,u,k,a,&,r,f,k,t,#,w,a,h,u,r,f,k,t,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,r,u,k,a
r,u,k,a,&,a,k,o,a,#,m,n,g,e,a,k,o,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,r,u,k,a
r,u,k,a,&,r,u,k,w,#,a,m,e,r,u,k,w,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,r,u,k,a
r,u,k,a,&,r,u,w,a,#,w,a,n,g,e,r,u,w,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,r,u,k,a
r,u,k,a,&,r,u,k,z,#,t,u,m,e,r,u,k,z,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,r,u,k,a
r,u,k,a,&,i,u,k,a,#,a,n,a,i,u,k,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,r,u,k,a
r,u,k,a,&,r,u,t,a,#,m,a,r,u,t,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,r,u,k,a
r,u,k,a,&,r,u,p,s,#,m,n,a,r,u,p,s,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,r,u,k,a
r,u,k,a,&,y,u,k,t,#,w,a,a,y,u,k,t,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,r,u,k,a
r,u,k,a,&,f,u,k,i,#,u,n,g,e,f,u,k,i,$,V,FIN,COND,SG,2,PRS	u,n,g,e,r,u,k,a
r,u,k,a,&,r,u,k,f,#,t,u,n,a,r,u,k,f,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,r,u,k,a
r,u,k,a,&,f,f,k,a,#,n,i,t,a,f,f,k,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,r,u,k,a
r,u,k,a,&,r,s,w,a,#,a,l,i,r,s,w,a,$,V,FIN,IND,SG,3,PST	a,l,i,r,u,k,a
r,u,k,a,&,r,u,y,a,#,m,t,a,r,u,y,a,$,V,FIN,IND,PL,2,FUT	m,t,a,r,u,k,a
r,u,k,a,&,r,u,h,a,#,u,a,r,u,h,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,r,u,k,a
r,u,k,a,&,r,u,u,t,#,a,n,g,e,r,u,u,t,$,V,FIN,COND,SG,3,PRS	a,n,g,e,r,u,k,a
r,u,k,a,&,r,u,w,e,#,n,i,a,r,u,w,e,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,r,u,k,a
r,u,k,a,&,k,u,k,a,#,u,h,u,k,u,k,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,r,u,k,a
r,u,k,a,&,r,p,k,a,#,k,u,r,p,k,a,$,V,FIN	k,u,r,u,k,a
r,u,k,a,&,r,u,k,z,#,a,t,a,r,u,k,z,$,V,FIN,IND,SG,3,FUT	a,t,a,r,u,k,a
r,u,k,a,&,r,u,k,r,#,u,t,a,r,u,k,r,$,V,FIN,IND,SG,2,FUT	u,t,a,r,u,k,a
r,u,k,a,&,r,b,m,a,#,t,u,a,r,b,m,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,r,u,k,a
r,u,k,a,&,r,b,k,n,#,t,u,l,i,r,b,k,n,$,V,FIN,IND,PL,1,PST	t,u,l,i,r,u,k,a
r,u,k,a,&,j,d,k,a,#,u,n,a,j,d,k,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,r,u,k,a
r,u,k,a,&,e,u,k,a,#,w,a,m,e,e,u,k,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,r,u,k,a
r,u,k,a,&,j,u,i,a,#,w,a,n,g,a,l,i,j,u,i,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,r,u,k,a
r,u,k,a,&,r,u,r,a,#,t,u,t,a,r,u,r,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,r,u,k,a
r,u,k,a,&,y,y,k,i,#,w,a,l,i,y,y,k,i,$,V,FIN,IND,PL,3,PST	w,a,l,i,r,u,k,a
r,u,k,a,&,r,u,l,a,#,m,l,i,r,u,l,a,$,V,FIN,IND,PL,2,PST	m,l,i,r,u,k,a
r,u,k,a,&,f,u,k,a,#,m,m,e,f,u,k,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,r,u,k,a
r,u,k,a,&,u,u,k,a,#,m,n,g,a,l,i,u,u,k,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,r,u,k,a
r,u,k,a,&,i,u,k,a,#,m,h,u,i,u,k,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,r,u,k,a
r,u,k,a,&,r,u,k,p,#,a,n,g,a,l,i,r,u,k,p,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,r,u,k,a
r,u,k,a,&,r,u,k,r,#,w,a,t,a,r,u,k,r,$,V,FIN,IND,PL,3,FUT	w,a,t,a,r,u,k,a
r,u,k,a,&,h,d,k,a,#,u,m,e,h,d,k,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,r,u,k,a
r,u,k,a,&,p,u,g,a,#,w,a,n,a,p,u,g,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,r,u,k,a
l,e,t,a,&,l,e,l,a,#,l,e,l,a,$,COPY	l,e,t,a
l,e,t,a,&,l,e,y,a,#,w,a,t,a,l,e,y,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,l,e,t,a
l,e,t,a,&,o,e,t,a,#,w,a,n,g,e,o,e,t,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,l,e,t,a
l,e,t,a,&,l,e,r,m,#,u,m,e,l,e,r,m,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,l,e,t,a
l,e,t,a,&,w,e,n,a,#,t,u,t,a,w,e,n,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,l,e,t,a
l,e,t,a,&,l,e,t,l,#,m,h,u,l,e,t,l,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,l,e,t,a
l,e,t,a,&,l,e,t,k,#,t,u,n,g,a,l,i,l,e,t,k,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,l,e,t,a
l,e,t,a,&,w,e,t,a,#,w,a,l,i,w,e,t,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,l,e,t,a
l,e,t,a,&,k,e,t,a,#,n,i,l,i,k,e,t,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,l,e,t,a
l,e,t,a,&,l,e,d,a,#,n,i,a,l,e,d,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,l,e,t,a
l,e,t,a,&,l,e,a,a,#,a,a,l,e,a,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,l,e,t,a
l,e,t,a,&,l,c,t,s,#,u,n,g,a,l,i,l,c,t,s,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,l,e,t,a
l,e,t,a,&,m,e,d,a,#,m,t,a,m,e,d,a,$,V,FIN,IND,PL,2,FUT	m,t,a,l,e,t,a
l,e,t,a,&,k,e,y,a,#,n,i,m,e,k,e,y,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,l,e,t,a
l,e,t,a,&,l,o,t,e,#,a,l,i,l,o,t,e,$,V,FIN,IND,SG,3,PST	a,l,i,l,e,t,a
l,e,t,a,&,l,c,t,a,#,m,m,e,l,c,t,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,l,e,t,a
l,e,t,a,&,d,e,t,a,#,a,t,a,d,e,t,a,$,V,FIN,IND,SG,3,FUT	a,t,a,l,e,t,a
l,e,t,a,&,j,e,t,a,#,m,a,j,e,t,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,l,e,t,a
l,e,t,a,&,l,o,t,a,#,a,n,g,a,l,i,l,o,t,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,l,e,t,a
l,e,t,a,&,l,e,t,l,#,w,a,n,g,a,l,i,l,e,t,l,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,l,e,t,a
l,e,t,a,&,l,e,d,a,#,u,l,i,l,e,d,a,$,V,FIN,IND,SG,2,PST	u,l,i,l,e,t,a
l,e,t,a,&,s,e,t,a,#,u,n,g,e,s,e,t,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,l,e,t,a
l,e,t,a,&,l,g,o,a,#,n,i,n,a,l,g,o,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,l,e,t,a
l,e,t,a,&,l,n,t,a,#,a,h,u,l,n,t,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,l,e,t,a
l,e,t,a,&,l,e,g,a,#,w,a,a,l,e,g,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,l,e,t,a
l,e,t,a,&,l,e,t,n,#,n,i,n,g,a,l,i,l,e,t,n,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,l,e,t,a
l,e,t,a,&,l,e,w,a,#,t,u,h,u,l,e,w,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,l,e,t,a
l,e,t,a,&,o,e,t,a,#,a,n,g,e,o,e,t,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,l,e,t,a
l,e,t,a,&,i,z,p,w,#,m,n,a,i,z,p,w,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,l,e,t,a
l,e,t,a,&,c,e,t,a,#,u,n,a,c,e,t,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,l,e,t,a
l,e,t,a,&,l,e,h,a,#,t,u,n,a,l,e,h,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,l,e,t,a
l,e,t,a,&,l,o,t,a,#,a,n,a,l,o,t,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,l,e,t,a
l,e,t,a,&,l,e,t,s,#,t,u,m,e,l,e,t,s,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,l,e,t,a
l,e,t,a,&,l,p,t,a,#,m,l,i,l,p,t,a,$,V,FIN,IND,PL,2,PST	m,l,i,l,e,t,a
l,e,t,a,&,m,e,t,a,#,k,u,m,e,t,a,$,V,FIN	k,u,l,e,t,a
l,e,t,a,&,w,p,f,f,#,w,a,h,u,w,p,f,f,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,l,e,t,a
l,e,t,a,&,b,e,t,a,#,m,n,g,a,l,i,b,e,t,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,l,e,t,a
l,e,t,a,&,t,e,t,u,#,u,h,u,t,e,t,u,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,l,e,t,a
l,e,t,a,&,l,k,t,a,#,a,m,e,l,k,t,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,l,e,t,a
l,e,t,a,&,l,e,f,a,#,n,i,t,a,l,e,f,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,l,e,t,a
l,e,t,a,&,l,e,t,l,#,w,a,m,e,l,e,t,l,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,l,e,t,a
l,e,t,a,&,l,e,t,c,#,t,u,n,g,e,l,e,t,c,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,l,e,t,a
l,e,t,a,&,l,e,t,t,#,n,i,h,u,l,e,t,t,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,l,e,t,a
l,e,t,a,&,l,e,a,a,#,u,a,l,e,a,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,l,e,t,a
l,e,t,a,&,l,e,j,z,#,t,u,a,l,e,j,z,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,l,e,t,a
l,e,t,a,&,l,p,t,a,#,t,u,l,i,l,p,t,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,l,e,t,a
l,e,t,a,&,l,e,g,a,#,w,a,n,a,l,e,g,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,l,e,t,a
l,e,t,a,&,h,l,t,a,#,m,n,g,e,h,l,t,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,l,e,t,a
l,e,t,a,&,l,e,k,m,#,u,t,a,l,e,k,m,$,V,FIN,IND,SG,2,FUT	u,t,a,l,e,t,a
l,e,t,a,&,l,l,t,a,#,n,i,n,g,e,l,l,t,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,l,e,t,a
g,u,s,a,&,g,t,s,a,#,g,t,s,a,$,COPY	g,u,s,a
g,u,s,a,&,g,u,y,a,#,n,i,l,i,g,u,y,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,g,u,s,a
g,u,s,a,&,j,k,s,a,#,t,u,n,g,e,j,k,s,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,g,u,s,a
g,u,s,a,&,g,c,s,a,#,t,u,l,i,g,c,s,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,g,u,s,a
g,u,s,a,&,a,u,l,a,#,n,i,a,a,u,l,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,g,u,s,a
g,u,s,a,&,g,u,s,i,#,u,n,g,a,l,i,g,u,s,i,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,g,u,s,a
g,u,s,a,&,z,u,s,a,#,a,a,z,u,s,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,g,u,s,a
g,u,s,a,&,g,u,s,g,#,n,i,n,a,g,u,s,g,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,g,u,s,a
g,u,s,a,&,g,u,d,a,#,t,u,a,g,u,d,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,g,u,s,a
g,u,s,a,&,z,s,o,t,#,m,n,a,z,s,o,t,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,g,u,s,a
g,u,s,a,&,g,u,s,y,#,n,i,t,a,g,u,s,y,$,V,FIN,IND,SG,1,FUT	n,i,t,a,g,u,s,a
g,u,s,a,&,y,u,s,a,#,u,t,a,y,u,s,a,$,V,FIN,IND,SG,2,FUT	u,t,a,g,u,s,a
g,u,s,a,&,n,u,z,a,#,t,u,n,a,n,u,z,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,g,u,s,a
g,u,s,a,&,e,f,s,a,#,t,u,n,g,a,l,i,e,f,s,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,g,u,s,a
g,u,s,a,&,p,u,s,a,#,a,n,a,p,u,s,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,g,u,s,a
g,u,s,a,&,s,u,s,a,#,u,m,e,s,u,s,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,g,u,s,a
g,u,s,a,&,g,o,s,a,#,u,n,g,e,g,o,s,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,g,u,s,a
g,u,s,a,&,g,u,a,a,#,w,a,h,u,g,u,a,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,g,u,s,a
g,u,s,a,&,g,u,l,a,#,m,n,g,a,l,i,g,u,l,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,g,u,s,a
g,u,s,a,&,g,u,n,a,#,n,i,h,u,g,u,n,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,g,u,s,a
g,u,s,a,&,j,u,e,a,#,w,a,n,g,e,j,u,e,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,g,u,s,a
g,u,s,a,&,g,p,s,a,#,m,t,a,g,p,s,a,$,V,FIN,IND,PL,2,FUT	m,t,a,g,u,s,a
g,u,s,a,&,g,u,k,t,#,t,u,m,e,g,u,k,t,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,g,u,s,a
g,u,s,a,&,g,u,s,w,#,w,a,t,a,g,u,s,w,$,V,FIN,IND,PL,3,FUT	w,a,t,a,g,u,s,a
g,u,s,a,&,g,f,s,h,#,u,n,a,g,f,s,h,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,g,u,s,a
g,u,s,a,&,g,u,s,p,#,t,u,h,u,g,u,s,p,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,g,u,s,a
g,u,s,a,&,g,o,k,a,#,u,a,g,o,k,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,g,u,s,a
g,u,s,a,&,g,z,s,a,#,a,n,g,e,g,z,s,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,g,u,s,a
g,u,s,a,&,g,u,s,b,#,a,l,i,g,u,s,b,$,V,FIN,IND,SG,3,PST	a,l,i,g,u,s,a
g,u,s,a,&,i,u,e,a,#,k,u,i,u,e,a,$,V,FIN	k,u,g,u,s,a
g,u,s,a,&,b,u,s,a,#,n,i,n,g,a,l,i,b,u,s,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,g,u,s,a
g,u,s,a,&,z,u,b,a,#,m,h,u,z,u,b,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,g,u,s,a
g,u,s,a,&,p,u,s,a,#,a,m,e,p,u,s,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,g,u,s,a
g,u,s,a,&,g,w,s,a,#,m,l,i,g,w,s,a,$,V,FIN,IND,PL,2,PST	m,l,i,g,u,s,a
g,u,s,a,&,g,u,z,a,#,a,n,g,a,l,i,g,u,z,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,g,u,s,a
g,u,s,a,&,g,u,h,a,#,w,a,a,g,u,h,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,g,u,s,a
g,u,s,a,&,g,u,f,a,#,a,h,u,g,u,f,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,g,u,s,a
g,u,s,a,&,g,u,d,a,#,u,h,u,g,u,d,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,g,u,s,a
g,u,s,a,&,g,b,s,a,#,w,a,n,a,g,b,s,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,g,u,s,a
g,u,s,a,&,y,u,s,a,#,m,m,e,y,u,s,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,g,u,s,a
g,u,s,a,&,w,u,s,a,#,t,u,t,a,w,u,s,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,g,u,s,a
g,u,s,a,&,g,u,s,o,#,w,a,n,g,a,l,i,g,u,s,o,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,g,u,s,a
g,u,s,a,&,g,d,s,a,#,a,t,a,g,d,s,a,$,V,FIN,IND,SG,3,FUT	a,t,a,g,u,s,a
g,u,s,a,&,y,u,m,a,#,w,a,m,e,y,u,m,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,g,u,s,a
g,u,s,a,&,g,u,s,i,#,u,l,i,g,u,s,i,$,V,FIN,IND,SG,2,PST	u,l,i,g,u,s,a
g,u,s,a,&,g,j,a,a,#,n,i,n,g,e,g,j,a,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,g,u,s,a
g,u,s,a,&,g,u,s,j,#,w,a,l,i,g,u,s,j,$,V,FIN,IND,PL,3,PST	w,a,l,i,g,u,s,a
g,u,s,a,&,g,u,e,a,#,m,a,g,u,e,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,g,u,s,a
g,u,s,a,&,g,u,s,p,#,m,n,g,e,g,u,s,p,$,V,FIN,COND,PL,2,PRS	m,n,g,e,g,u,s,a
g,u,s,a,&,g,u,i,a,#,n,i,m,e,g,u,i,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,g,u,s,a
t,i,k,i,s,a,&,t,i,k,p,l,a,#,t,i,k,p,l,a,$,COPY	t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,k,a,s,a,#,w,a,n,g,e,t,i,k,a,s,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,t,i,k,i,s,a
t,i,k,i,s,a,&,t,e,k,i,s,a,#,a,h,u,t,e,k,i,s,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,k,f,s,a,#,m,a,t,i,k,f,s,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,k,u,s,a,#,t,u,a,t,i,k,u,s,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,t,i,k,i,s,a
t,i,k,i,s,a,&,t,c,j,s,s,a,#,t,u,h,u,t,c,j,s,s,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,k,j,s,a,#,n,i,n,g,e,t,i,k,j,s,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,t,i,k,i,s,a
t,i,k,i,s,a,&,t,z,k,i,s,a,#,a,n,g,a,l,i,t,z,k,i,s,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,k,p,s,a,#,u,l,i,t,i,k,p,s,a,$,V,FIN,IND,SG,2,PST	u,l,i,t,i,k,i,s,a
t,i,k,i,s,a,&,t,b,n,i,s,a,#,u,m,e,t,b,n,i,s,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,e,y,y,a,#,a,n,a,t,i,e,y,y,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,k,i,r,a,#,a,t,a,t,i,k,i,r,a,$,V,FIN,IND,SG,3,FUT	a,t,a,t,i,k,i,s,a
t,i,k,i,s,a,&,t,o,k,c,s,a,#,t,u,n,a,t,o,k,c,s,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,d,i,s,a,#,w,a,t,a,t,i,d,i,s,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,t,i,k,i,s,a
t,i,k,i,s,a,&,t,w,k,i,s,a,#,m,m,e,t,w,k,i,s,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,k,i,y,a,#,n,i,h,u,t,i,k,i,y,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,k,l,s,a,#,u,n,g,e,t,i,k,l,s,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,t,i,k,i,s,a
t,i,k,i,s,a,&,t,u,k,b,s,a,#,a,n,g,e,t,u,k,b,s,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,k,o,s,a,#,w,a,l,i,t,i,k,o,s,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,g,i,s,a,#,m,n,a,t,i,g,i,s,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,y,m,p,a,#,m,l,i,t,i,y,m,p,a,$,V,FIN,IND,PL,2,PST	m,l,i,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,f,i,s,a,#,u,t,a,t,i,f,i,s,a,$,V,FIN,IND,SG,2,FUT	u,t,a,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,k,i,n,a,#,t,u,t,a,t,i,k,i,n,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,t,i,k,i,s,a
t,i,k,i,s,a,&,t,z,k,k,s,a,#,t,u,m,e,t,z,k,k,s,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,t,i,k,i,s,a
t,i,k,i,s,a,&,t,c,d,i,s,a,#,w,a,h,u,t,c,d,i,s,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,f,i,s,a,#,n,i,a,t,i,f,i,s,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,l,j,u,a,#,n,i,l,i,t,i,l,j,u,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,k,t,s,a,#,t,u,n,g,a,l,i,t,i,k,t,s,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,k,h,s,a,#,n,i,n,g,a,l,i,t,i,k,h,s,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,k,p,m,a,#,u,n,a,t,i,k,p,m,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,o,i,s,a,#,m,h,u,t,i,o,i,s,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,t,i,k,i,s,a
t,i,k,i,s,a,&,t,n,k,i,s,a,#,w,a,a,t,n,k,i,s,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,t,i,k,i,s,a
t,i,k,i,s,a,&,t,s,k,i,s,a,#,t,u,n,g,e,t,s,k,i,s,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,k,o,b,a,#,a,m,e,t,i,k,o,b,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,t,i,k,i,s,a
t,i,k,i,s,a,&,t,r,k,i,s,a,#,m,n,g,a,l,i,t,r,k,i,s,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,c,i,s,a,#,t,u,l,i,t,i,c,i,s,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,k,i,d,a,#,k,u,t,i,k,i,d,a,$,V,FIN	k,u,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,y,i,s,a,#,u,a,t,i,y,i,s,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,t,i,k,i,s,a
t,i,k,i,s,a,&,t,e,n,n,s,a,#,n,i,n,a,t,e,n,n,s,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,t,i,k,i,s,a
t,i,k,i,s,a,&,t,w,k,l,s,a,#,a,a,t,w,k,l,s,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,t,i,k,i,s,a
t,i,k,i,s,a,&,t,i,u,i,o,a,#,n,i,t,a,t,i,u,i,o,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,t,i,k,i,s,a
