l,i,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,l,i,a
f,u,n,g,u,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,IND,SG,3,PST	a,l,i,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,IND,PL,2,PST	m,l,i,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,IND,SG,2,PST	u,l,i,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,f,u,n,g,u,a
f,u,n,g,u,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,f,u,n,g,u,a
f,u,n,g,u,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,f,u,n,g,u,a
f,u,n,g,u,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,f,u,n,g,u,a
f,u,n,g,u,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,IND,SG,2,FUT	u,t,a,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,f,u,n,g,u,a
f,u,n,g,u,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,f,u,n,g,u,a
f,u,n,g,u,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,f,u,n,g,u,a
f,u,n,g,u,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,f,u,n,g,u,a
f,u,n,g,u,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,f,u,n,g,u,a
f,u,n,g,u,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,f,u,n,g,u,a
f,u,n,g,u,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,f,u,n,g,u,a
f,u,n,g,u,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,f,u,n,g,u,a
f,u,n,g,u,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,f,u,n,g,u,a
f,u,n,g,u,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,f,u,n,g,u,a
f,u,n,g,u,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,f,u,n,g,u,a
f,u,n,g,u,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,f,u,n,g,u,a
f,u,n,g,u,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,IND,PL,2,FUT	m,t,a,f,u,n,g,u,a
f,u,n,g,u,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,f,u,n,g,u,a
f,u,n,g,u,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN	k,u,f,u,n,g,u,a
f,u,n,g,u,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,f,u,n,g,u,a
c,h,i,m,b,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,c,h,i,m,b,a
c,h,i,m,b,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN	k,u,c,h,i,m,b,a
c,h,i,m,b,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,c,h,i,m,b,a
c,h,i,m,b,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,c,h,i,m,b,a
c,h,i,m,b,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,c,h,i,m,b,a
c,h,i,m,b,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,c,h,i,m,b,a
c,h,i,m,b,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,c,h,i,m,b,a
c,h,i,m,b,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,c,h,i,m,b,a
c,h,i,m,b,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN,IND,SG,2,PST	u,l,i,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,c,h,i,m,b,a
c,h,i,m,b,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,c,h,i,m,b,a
c,h,i,m,b,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,c,h,i,m,b,a
c,h,i,m,b,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,c,h,i,m,b,a
c,h,i,m,b,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,c,h,i,m,b,a
c,h,i,m,b,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,c,h,i,m,b,a
c,h,i,m,b,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,c,h,i,m,b,a
c,h,i,m,b,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,c,h,i,m,b,a
c,h,i,m,b,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,c,h,i,m,b,a
c,h,i,m,b,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,c,h,i,m,b,a
c,h,i,m,b,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN,IND,SG,3,PST	a,l,i,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,c,h,i,m,b,a
c,h,i,m,b,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,c,h,i,m,b,a
c,h,i,m,b,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN,IND,SG,2,FUT	u,t,a,c,h,i,m,b,a
c,h,i,m,b,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN,IND,PL,2,FUT	m,t,a,c,h,i,m,b,a
c,h,i,m,b,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN,IND,PL,2,PST	m,l,i,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,c,h,i,m,b,a
c,h,i,m,b,a,$,V,FIN,IND,SG,3,FUT	a,t,a,c,h,i,m,b,a
c,h,i,m,b,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,c,h,i,m,b,a
c,h,i,m,b,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,c,h,i,m,b,a
k,u,m,b,u,k,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN,IND,SG,2,FUT	u,t,a,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN,IND,SG,3,FUT	a,t,a,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN,IND,PL,2,PST	m,l,i,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN,IND,PL,2,FUT	m,t,a,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN	k,u,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN,IND,SG,3,PST	a,l,i,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,k,u,m,b,u,k,a
k,u,m,b,u,k,a,$,V,FIN,IND,SG,2,PST	u,l,i,k,u,m,b,u,k,a
e,n,d,e,s,h,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN,IND,PL,2,FUT	m,t,a,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN,IND,SG,2,FUT	u,t,a,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN,IND,PL,2,PST	m,l,i,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN,IND,SG,3,FUT	a,t,a,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN,IND,SG,2,PST	u,l,i,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN,IND,SG,3,PST	a,l,i,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN	k,u,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,e,n,d,e,s,h,a
e,n,d,e,s,h,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,e,n,d,e,s,h,a
a,n,g,u,k,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,a,n,g,u,k,a
a,n,g,u,k,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,a,n,g,u,k,a
a,n,g,u,k,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN,IND,PL,2,PST	m,l,i,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN,IND,SG,3,PST	a,l,i,a,n,g,u,k,a
a,n,g,u,k,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,a,n,g,u,k,a
a,n,g,u,k,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,a,n,g,u,k,a
a,n,g,u,k,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,a,n,g,u,k,a
a,n,g,u,k,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN,IND,SG,2,FUT	u,t,a,a,n,g,u,k,a
a,n,g,u,k,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,a,n,g,u,k,a
a,n,g,u,k,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,a,n,g,u,k,a
a,n,g,u,k,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,a,n,g,u,k,a
a,n,g,u,k,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN,IND,PL,2,FUT	m,t,a,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,a,n,g,u,k,a
a,n,g,u,k,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,a,n,g,u,k,a
a,n,g,u,k,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,a,n,g,u,k,a
a,n,g,u,k,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,a,n,g,u,k,a
a,n,g,u,k,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN,IND,SG,3,FUT	a,t,a,a,n,g,u,k,a
a,n,g,u,k,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN,IND,SG,2,PST	u,l,i,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,a,n,g,u,k,a
a,n,g,u,k,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,a,n,g,u,k,a
a,n,g,u,k,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN	k,u,a,n,g,u,k,a
a,n,g,u,k,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,a,n,g,u,k,a
a,n,g,u,k,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,a,n,g,u,k,a
a,n,g,u,k,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,a,n,g,u,k,a
a,n,g,u,k,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,a,n,g,u,k,a
a,n,g,u,k,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,a,n,g,u,k,a
a,n,g,u,k,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,a,n,g,u,k,a
a,n,g,u,k,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,a,n,g,u,k,a
a,n,g,u,k,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,a,n,g,u,k,a
k,u,n,j,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,k,u,n,j,a
k,u,n,j,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,k,u,n,j,a
k,u,n,j,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,k,u,n,j,a
k,u,n,j,a,$,V,FIN,IND,SG,2,FUT	u,t,a,k,u,n,j,a
k,u,n,j,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,k,u,n,j,a
k,u,n,j,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,k,u,n,j,a
k,u,n,j,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,k,u,n,j,a
k,u,n,j,a,$,V,FIN	k,u,k,u,n,j,a
k,u,n,j,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,k,u,n,j,a
k,u,n,j,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,k,u,n,j,a
k,u,n,j,a,$,V,FIN,IND,PL,2,PST	m,l,i,k,u,n,j,a
k,u,n,j,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,k,u,n,j,a
k,u,n,j,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,k,u,n,j,a
k,u,n,j,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,k,u,n,j,a
k,u,n,j,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,k,u,n,j,a
k,u,n,j,a,$,V,FIN,IND,SG,2,PST	u,l,i,k,u,n,j,a
k,u,n,j,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,k,u,n,j,a
k,u,n,j,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,k,u,n,j,a
k,u,n,j,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,k,u,n,j,a
k,u,n,j,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,k,u,n,j,a
