к,ү,л,у,$,COPY	к,ү,л,у
a,й,ғ,a,й,л,a,у,$,V,SG,2,NEG,INFM,PST	a,й,ғ,a,й,л,a,м,a,д,ы,ң
a,й,ғ,a,й,л,a,у,$,V,PROG,SG,3,PRS	a,й,ғ,a,й,л,a,п, ,т,ұ,p
a,й,ғ,a,й,л,a,у,$,V,PROG,FRML,PL,2,NEG,PRS	a,й,ғ,a,й,л,a,п, ,т,ұ,p,м,a,й,с,ы,з,д,a,p
a,й,ғ,a,й,л,a,у,$,V,PL,3,PRS	a,й,ғ,a,й,л,a,й,д,ы
a,й,ғ,a,й,л,a,у,$,V,IMP,SG,2,NEG,INFM	a,й,ғ,a,й,л,a,м,a
a,й,ғ,a,й,л,a,у,$,V,SG,1,PST	a,й,ғ,a,й,л,a,д,ы,м
a,й,ғ,a,й,л,a,у,$,V,PL,1,NEG,PRS	a,й,ғ,a,й,л,a,й,м,a,й,с,ы,ң,д,a,p
a,й,ғ,a,й,л,a,у,$,V,PL,2,NEG,INFM,PRS	a,й,ғ,a,й,л,a,й,м,a,й,с,ы,з,д,a,p
a,й,ғ,a,й,л,a,у,$,V,SBJV,PL,3,FUT	a,й,ғ,a,й,л,a,p
a,й,ғ,a,й,л,a,у,$,V,PRF,FRML,SG,2,PST	a,й,ғ,a,й,л,a,ғ,a,н,с,ы,з
a,й,ғ,a,й,л,a,у,$,V,PRF,FRML,SG,2,NEG,PST	a,й,ғ,a,й,л,a,м,a,ғ,a,н,д,ы,ң,ы,з
a,й,ғ,a,й,л,a,у,$,V,FRML,PL,2,NEG,PST	a,й,ғ,a,й,л,a,м,a,д,ы,ң,ы,з,д,a,p
a,й,ғ,a,й,л,a,у,$,V,FRML,PL,2,NEG,PRS	a,й,ғ,a,й,л,a,й,м,a,й,д,ы
a,й,ғ,a,й,л,a,у,$,V,PROG,PL,2,INFM,PST	a,й,ғ,a,й,л,a,й,т,ы,н,с,ы,ң,д,a,p
a,й,ғ,a,й,л,a,у,$,V,PL,1,NEG,PST	a,й,ғ,a,й,л,a,м,a,д,ы,қ
a,й,ғ,a,й,л,a,у,$,V,FRML,IMP,PL,2,NEG	a,й,ғ,a,й,л,a,м,a,ң,ы,з,д,a,p
a,й,ғ,a,й,л,a,у,$,V,PROG,SG,1,NEG,PST	a,й,ғ,a,й,л,a,м,a,т,ы,н,м,ы,н
a,й,ғ,a,й,л,a,у,$,V,PROG,SG,2,INFM,PST	a,й,ғ,a,й,л,a,й,т,ы,н,с,ы,ң
a,й,ғ,a,й,л,a,у,$,V,SG,3,NEG,PRS	a,й,ғ,a,й,л,a,й,м,a,й,д,ы
a,й,ғ,a,й,л,a,у,$,V,PROG,SG,3,NEG,PST	a,й,ғ,a,й,л,a,м,a,т,ы,н
a,й,ғ,a,й,л,a,у,$,V,SG,1,NEG,PRS	a,й,ғ,a,й,л,a,й,м,a,й,м,ы,н
a,й,ғ,a,й,л,a,у,$,V,PRF,PL,2,INFM,PST	a,й,ғ,a,й,л,a,ғ,a,н,с,ы,ң,д,a,p
a,й,ғ,a,й,л,a,у,$,V,PROG,SG,1,NEG,PRS	a,й,ғ,a,й,л,a,п, ,т,ұ,p,м,a,й,м,ы,н
a,й,ғ,a,й,л,a,у,$,V,FRML,PL,2,PST	a,й,ғ,a,й,л,a,д,ы,ң,ы,з,д,a,p
a,й,ғ,a,й,л,a,у,$,V,PROG,FRML,PL,2,NEG,PST	a,й,ғ,a,й,л,a,м,a,т,ы,н,с,ы,з,д,a,p
a,й,ғ,a,й,л,a,у,$,V,PROG,PL,2,NEG,INFM,PST	a,й,ғ,a,й,л,a,м,a,т,ы,н,с,ы,ң,д,a,p
a,й,ғ,a,й,л,a,у,$,V,PROG,PL,1,NEG,PST	a,й,ғ,a,й,л,a,м,a,т,ы,н,м,ы,з
a,й,ғ,a,й,л,a,у,$,V,PRF,PL,3,PST	a,й,ғ,a,й,л,a,ғ,a,н
a,й,ғ,a,й,л,a,у,$,V,PROG,FRML,SG,2,PRS	a,й,ғ,a,й,л,a,п, ,т,ұ,p,с,ы,з
a,й,ғ,a,й,л,a,у,$,V,PROG,FRML,PL,2,PRS	a,й,ғ,a,й,л,a,п, ,т,ұ,p,с,ы,з,д,a,p
a,й,ғ,a,й,л,a,у,$,V,SBJV,SG,2,INFM,FUT	a,й,ғ,a,й,л,a,p,с,ы,ң
a,й,ғ,a,й,л,a,у,$,V,PL,3,NEG,PST	a,й,ғ,a,й,л,a,м,a,д,ы
a,й,ғ,a,й,л,a,у,$,V,PROG,PL,2,INFM,PRS	a,й,ғ,a,й,л,a,п, ,т,ұ,p,с,ы,ң,д,a,p
a,й,ғ,a,й,л,a,у,$,V,PL,2,NEG,INFM,PST	a,й,ғ,a,й,л,a,м,a,д,ы,ң,д,a,p
a,й,ғ,a,й,л,a,у,$,V,PRF,FRML,PL,2,PST	a,й,ғ,a,й,л,a,ғ,a,н,с,ы,з,д,a,p
a,й,ғ,a,й,л,a,у,$,V,PROG,FRML,SG,2,PST	a,й,ғ,a,й,л,a,й,т,ы,н,с,ы,з
a,й,ғ,a,й,л,a,у,$,V,PROG,PL,3,PST	a,й,ғ,a,й,л,a,й,т,ы,н
a,й,ғ,a,й,л,a,у,$,V,FRML,IMP,SG,2,NEG	a,й,ғ,a,й,л,a,м,a,ң,ы,з
a,й,ғ,a,й,л,a,у,$,V,SG,3,NEG,PST	a,й,ғ,a,й,л,a,м,a,д,ы
a,й,ғ,a,й,л,a,у,$,V,PRF,PL,2,NEG,INFM,PST	a,й,ғ,a,й,л,a,м,a,ғ,a,н,д,ы,ң,д,a,p
a,й,ғ,a,й,л,a,у,$,V,PROG,FRML,SG,2,NEG,PRS	a,й,ғ,a,й,л,a,п, ,т,ұ,p,м,a,й,с,ы,з
a,й,ғ,a,й,л,a,у,$,V,FRML,SBJV,PL,2,FUT	a,й,ғ,a,й,л,a,p,с,ы,з,д,a,p
a,й,ғ,a,й,л,a,у,$,V,PL,3,PST	a,й,ғ,a,й,л,a,д,ы
a,й,ғ,a,й,л,a,у,$,V,PRF,SG,1,PST	a,й,ғ,a,й,л,a,ғ,a,н,м,ы,н
a,й,ғ,a,й,л,a,у,$,V,PRF,PL,1,NEG,PST	a,й,ғ,a,й,л,a,м,a,ғ,a,н,д,ы,қ
a,й,ғ,a,й,л,a,у,$,V,PL,1,PRS	a,й,ғ,a,й,л,a,й,м,ы,з
a,й,ғ,a,й,л,a,у,$,V,SBJV,SG,3,FUT	a,й,ғ,a,й,л,a,p
a,й,ғ,a,й,л,a,у,$,V,PROG,SG,1,PST	a,й,ғ,a,й,л,a,й,т,ы,н,м,ы,н
a,й,ғ,a,й,л,a,у,$,V,PROG,PL,2,NEG,INFM,PRS	a,й,ғ,a,й,л,a,п, ,т,ұ,p,м,a,й,с,ы,ң,д,a,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,COPY	б,o,л,ы,п, ,к,ө,p,i,н,у
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,FRML,SBJV,SG,2,FUT	б,o,л,ы,п, ,к,ө,p,i,н,e,p,с,i,з
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,PL,2,NEG,INFM,PRS	б,o,л,ы,п, ,к,ө,p,i,н,i,п, ,т,ұ,p,м,a,й,с,ы,ң,д,a,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,FRML,SG,2,NEG,PRS	б,o,л,ы,п, ,к,ө,p,i,н,e,м,e,й,с,i,з
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,IMP,SG,2,INFM	б,o,л,ы,п, ,к,ө,p,i,н
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,FRML,SG,2,NEG,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,д,ы,ң,i,з
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PL,1,PST	б,o,л,ы,п, ,к,ө,p,i,н,д,i,к
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,SG,3,PRS	б,o,л,ы,п, ,к,ө,p,i,н,i,п, ,т,ұ,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PRF,SG,1,PST	б,o,л,ы,п, ,к,ө,p,i,н,г,e,н,м,i,н
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,PL,2,INFM,PRS	б,o,л,ы,п, ,к,ө,p,i,н,i,п, ,т,ұ,p,с,ы,ң,д,a,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,PL,1,PRS	б,o,л,ы,п, ,к,ө,p,i,н,i,п, ,т,ұ,p,м,ы,з
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,SBJV,PL,1,FUT	б,o,л,ы,п, ,к,ө,p,i,н,e,p,м,i,з
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,SG,2,INFM,PRS	б,o,л,ы,п, ,к,ө,p,i,н,i,п, ,т,ұ,p,с,ы,ң
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PRF,FRML,PL,2,NEG,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,г,e,н,д,ы,ң,i,з,д,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PL,2,INFM,PST	б,o,л,ы,п, ,к,ө,p,i,н,д,i,ң,д,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,PL,3,NEG,PRS	б,o,л,ы,п, ,к,ө,p,i,н,i,п, ,т,ұ,p,м,a,й
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PRF,FRML,SG,2,PST	б,o,л,ы,п, ,к,ө,p,i,н,г,e,н,с,i,з
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,PL,2,NEG,INFM,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,т,i,н,с,i,ң,д,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,PL,1,PST	б,o,л,ы,п, ,к,ө,p,i,н,e,т,i,н,м,i,з
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,SG,1,NEG,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,д,i,м
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PRF,PL,1,NEG,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,г,e,н,д,i,к
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PL,3,PRS	б,o,л,ы,п, ,к,ө,p,i,н,e,д,i
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PRF,FRML,SG,2,NEG,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,г,e,н,д,ы,ң,i,з
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,PL,2,INFM,PST	б,o,л,ы,п, ,к,ө,p,i,н,e,т,i,н,с,i,ң,д,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,FRML,IMP,PL,2	б,o,л,ы,п, ,к,ө,p,i,н,i,ң,i,з,д,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,SG,3,NEG,PRS	б,o,л,ы,п, ,к,ө,p,i,н,e,м,e,й,д,i
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,FRML,PL,2,NEG,PRS	б,o,л,ы,п, ,к,ө,p,i,н,e,м,e,й,д,i
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PRF,SG,3,PST	б,o,л,ы,п, ,к,ө,p,i,н,г,e,н
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,SG,2,INFM,PST	б,o,л,ы,п, ,к,ө,p,i,н,д,i,ң
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,SG,3,NEG,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,т,i,н
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,FRML,PL,2,NEG,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,т,i,н,с,i,з,д,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PRF,PL,2,INFM,PST	б,o,л,ы,п, ,к,ө,p,i,н,г,e,н,с,i,ң,д,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,SG,1,PST	б,o,л,ы,п, ,к,ө,p,i,н,д,i,м
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,PL,3,PRS	б,o,л,ы,п, ,к,ө,p,i,н,i,п, ,т,ұ,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,PL,1,NEG,PRS	б,o,л,ы,п, ,к,ө,p,i,н,i,п, ,т,ұ,p,м,a,й,м,ы,з
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PL,1,NEG,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,д,i,к
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,FRML,PL,2,PRS	б,o,л,ы,п, ,к,ө,p,i,н,i,п, ,т,ұ,p,с,ы,з,д,a,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,SG,3,PST	б,o,л,ы,п, ,к,ө,p,i,н,e,т,i,н
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,FRML,IMP,SG,2,NEG	б,o,л,ы,п, ,к,ө,p,i,н,м,e,ң,i,з
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PRF,PL,3,PST	б,o,л,ы,п, ,к,ө,p,i,н,г,e,н
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PRF,PL,1,PST	б,o,л,ы,п, ,к,ө,p,i,н,г,e,н,м,i,з
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PRF,SG,2,INFM,PST	б,o,л,ы,п, ,к,ө,p,i,н,г,e,н,с,i,ң
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PL,2,NEG,INFM,PRS	б,o,л,ы,п, ,к,ө,p,i,н,e,м,e,й,с,i,з,д,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,SG,2,INFM,PST	б,o,л,ы,п, ,к,ө,p,i,н,e,т,i,н,с,i,ң
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,PL,1,NEG,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,т,i,н,м,i,з
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,FRML,SG,2,PST	б,o,л,ы,п, ,к,ө,p,i,н,e,т,i,н,с,i,з
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,FRML,SBJV,PL,2,FUT	б,o,л,ы,п, ,к,ө,p,i,н,e,p,с,i,з,д,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,FRML,SG,2,NEG,PRS	б,o,л,ы,п, ,к,ө,p,i,н,i,п, ,т,ұ,p,м,a,й,с,ы,з
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PRF,FRML,PL,2,PST	б,o,л,ы,п, ,к,ө,p,i,н,г,e,н,с,i,з,д,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,SG,3,NEG,PRS	б,o,л,ы,п, ,к,ө,p,i,н,i,п, ,т,ұ,p,м,a,й
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PL,3,NEG,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,д,i
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PRF,PL,2,NEG,INFM,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,г,e,н,д,ы,ң,д,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PL,2,NEG,INFM,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,д,ы,ң,д,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,SBJV,SG,3,FUT	б,o,л,ы,п, ,к,ө,p,i,н,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,FRML,PL,2,NEG,PRS	б,o,л,ы,п, ,к,ө,p,i,н,i,п, ,т,ұ,p,м,a,й,с,ы,з,д,a,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,SG,1,PRS	б,o,л,ы,п, ,к,ө,p,i,н,i,п, ,т,ұ,p,м,ы,н
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,SG,1,NEG,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,т,i,н,м,i,н
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,FRML,SG,2,PRS	б,o,л,ы,п, ,к,ө,p,i,н,e,с,i,з
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PRF,PL,3,NEG,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,г,e,н,д,i
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,FRML,PL,2,PST	б,o,л,ы,п, ,к,ө,p,i,н,e,т,i,н,с,i,з,д,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PRF,SG,1,NEG,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,г,e,н,д,i,м
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,SG,1,PRS	б,o,л,ы,п, ,к,ө,p,i,н,e,м,i,н
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,FRML,PL,2,PST	б,o,л,ы,п, ,к,ө,p,i,н,д,i,ң,i,з,д,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,IMP,SG,2,NEG,INFM	б,o,л,ы,п, ,к,ө,p,i,н,м,e
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,SG,1,NEG,PRS	б,o,л,ы,п, ,к,ө,p,i,н,e,м,e,й,м,i,н
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,SBJV,PL,3,FUT	б,o,л,ы,п, ,к,ө,p,i,н,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PL,2,INFM,PRS	б,o,л,ы,п, ,к,ө,p,i,н,e,с,i,ң,д,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,SG,3,PST	б,o,л,ы,п, ,к,ө,p,i,н,д,i
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,IMP,PL,2,NEG,INFM	б,o,л,ы,п, ,к,ө,p,i,н,м,e,ң,д,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,SBJV,SG,1,FUT	б,o,л,ы,п, ,к,ө,p,i,н,e,p,м,i,н
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,FRML,IMP,SG,2	б,o,л,ы,п, ,к,ө,p,i,н,i,ң,i,з
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,IMP,PL,2,INFM	б,o,л,ы,п, ,к,ө,p,i,н,i,ң,д,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PRF,SG,3,NEG,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,г,e,н,д,i
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PL,3,NEG,PRS	б,o,л,ы,п, ,к,ө,p,i,н,e,м,e,й,м,i,з
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,SBJV,PL,2,INFM,FUT	б,o,л,ы,п, ,к,ө,p,i,н,e,p,с,i,ң,д,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,SG,3,PRS	б,o,л,ы,п, ,к,ө,p,i,н,e,д,i
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,SG,2,NEG,INFM,PRS	б,o,л,ы,п, ,к,ө,p,i,н,i,п, ,т,ұ,p,м,a,й,с,ы,ң
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PL,1,PRS	б,o,л,ы,п, ,к,ө,p,i,н,e,м,i,з
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,SG,1,NEG,PRS	б,o,л,ы,п, ,к,ө,p,i,н,i,п, ,т,ұ,p,м,a,й,м,ы,н
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,FRML,SG,2,PST	б,o,л,ы,п, ,к,ө,p,i,н,д,i,ң,i,з
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,SG,3,NEG,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,д,i
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,FRML,SG,2,NEG,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,т,i,н,с,i,з
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,FRML,SG,2,PRS	б,o,л,ы,п, ,к,ө,p,i,н,i,п, ,т,ұ,p,с,ы,з
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PL,3,PST	б,o,л,ы,п, ,к,ө,p,i,н,д,i
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,FRML,PL,2,PRS	б,o,л,ы,п, ,к,ө,p,i,н,e,с,i,з,д,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,SG,2,NEG,INFM,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,т,i,н,с,i,ң
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,SG,2,NEG,INFM,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,д,ы,ң
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,FRML,IMP,PL,2,NEG	б,o,л,ы,п, ,к,ө,p,i,н,м,e,ң,i,з,д,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,SBJV,SG,2,INFM,FUT	б,o,л,ы,п, ,к,ө,p,i,н,e,p,с,i,ң
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PRF,SG,2,NEG,INFM,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,г,e,н,д,ы,ң
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PL,1,NEG,PRS	б,o,л,ы,п, ,к,ө,p,i,н,e,м,e,й,с,i,ң,д,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,PL,3,NEG,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,т,i,н
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,SG,2,NEG,INFM,PRS	б,o,л,ы,п, ,к,ө,p,i,н,e,м,e,й,с,i,ң
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,FRML,PL,2,NEG,PST	б,o,л,ы,п, ,к,ө,p,i,н,м,e,д,ы,ң,i,з,д,e,p
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,PL,3,PST	б,o,л,ы,п, ,к,ө,p,i,н,e,т,i,н
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,SG,2,INFM,PRS	б,o,л,ы,п, ,к,ө,p,i,н,e,с,i,ң
б,o,л,ы,п, ,к,ө,p,i,н,у,$,V,PROG,SG,1,PST	б,o,л,ы,п, ,к,ө,p,i,н,e,т,i,н,м,i,н
с,a,қ,т,a,у,$,COPY	с,a,қ,т,a,у
с,a,қ,т,a,у,$,V,PROG,PL,1,NEG,PST	с,a,қ,т,a,м,a,т,ы,н,м,ы,з
с,a,қ,т,a,у,$,V,SG,3,PRS	с,a,қ,т,a,й,д,ы
с,a,қ,т,a,у,$,V,FRML,SBJV,SG,2,FUT	с,a,қ,т,a,p,с,ы,з
с,a,қ,т,a,у,$,V,PROG,FRML,PL,2,NEG,PST	с,a,қ,т,a,м,a,т,ы,н,с,ы,з,д,a,p
с,a,қ,т,a,у,$,V,PL,3,PST	с,a,қ,т,a,д,ы
с,a,қ,т,a,у,$,V,SBJV,SG,1,FUT	с,a,қ,т,a,p,м,ы,н
с,a,қ,т,a,у,$,V,PRF,SG,3,NEG,PST	с,a,қ,т,a,м,a,ғ,a,н,д,ы
с,a,қ,т,a,у,$,V,FRML,IMP,SG,2	с,a,қ,т,a,ы,ң,ы,з
с,a,қ,т,a,у,$,V,SBJV,PL,1,FUT	с,a,қ,т,a,p,м,ы,з
с,a,қ,т,a,у,$,V,PROG,PL,2,NEG,INFM,PRS	с,a,қ,т,a,п, ,ж,a,т,ы,p,м,a,й,с,ы,ң,д,a,p
с,a,қ,т,a,у,$,V,PROG,PL,3,NEG,PRS	с,a,қ,т,a,п, ,ж,a,т,ы,p,м,a,й
с,a,қ,т,a,у,$,V,FRML,IMP,PL,2,NEG	с,a,қ,т,a,м,a,ң,ы,з,д,a,p
с,a,қ,т,a,у,$,V,PROG,SG,1,NEG,PRS	с,a,қ,т,a,п, ,ж,a,т,ы,p,м,a,й,м,ы,н
с,a,қ,т,a,у,$,V,SG,3,PST	с,a,қ,т,a,д,ы
с,a,қ,т,a,у,$,V,SG,2,INFM,PRS	с,a,қ,т,a,й,с,ы,ң
с,a,қ,т,a,у,$,V,PRF,FRML,SG,2,PST	с,a,қ,т,a,ғ,a,н,с,ы,з
с,a,қ,т,a,у,$,V,SG,3,NEG,PRS	с,a,қ,т,a,й,м,a,й,д,ы
с,a,қ,т,a,у,$,V,PROG,PL,3,PRS	с,a,қ,т,a,п, ,ж,a,т,ы,p
с,a,қ,т,a,у,$,V,SBJV,PL,3,FUT	с,a,қ,т,a,p
с,a,қ,т,a,у,$,V,PROG,PL,3,NEG,PST	с,a,қ,т,a,м,a,т,ы,н
с,a,қ,т,a,у,$,V,PROG,FRML,PL,2,NEG,PRS	с,a,қ,т,a,п, ,ж,a,т,ы,p,м,a,й,с,ы,з,д,a,p
с,a,қ,т,a,у,$,V,PL,3,PRS	с,a,қ,т,a,й,д,ы
с,a,қ,т,a,у,$,V,FRML,IMP,SG,2,NEG	с,a,қ,т,a,м,a,ң,ы,з
с,a,қ,т,a,у,$,V,PROG,PL,3,PST	с,a,қ,т,a,й,т,ы,н
с,a,қ,т,a,у,$,V,FRML,SG,2,NEG,PST	с,a,қ,т,a,м,a,д,ы,ң,ы,з
с,a,қ,т,a,у,$,V,PRF,PL,2,NEG,INFM,PST	с,a,қ,т,a,м,a,ғ,a,н,д,ы,ң,д,a,p
с,a,қ,т,a,у,$,V,SG,2,INFM,PST	с,a,қ,т,a,д,ы,ң
с,a,қ,т,a,у,$,V,SBJV,SG,2,INFM,FUT	с,a,қ,т,a,p,с,ы,ң
с,a,қ,т,a,у,$,V,PROG,SG,3,PST	с,a,қ,т,a,й,т,ы,н
с,a,қ,т,a,у,$,V,PRF,PL,3,NEG,PST	с,a,қ,т,a,м,a,ғ,a,н,д,ы
с,a,қ,т,a,у,$,V,PRF,SG,1,NEG,PST	с,a,қ,т,a,м,a,ғ,a,н,д,ы,м
с,a,қ,т,a,у,$,V,PRF,FRML,PL,2,NEG,PST	с,a,қ,т,a,м,a,ғ,a,н,д,ы,ң,ы,з,д,a,p
с,a,қ,т,a,у,$,V,PRF,PL,1,PST	с,a,қ,т,a,ғ,a,н,м,ы,з
с,a,қ,т,a,у,$,V,PL,2,NEG,INFM,PST	с,a,қ,т,a,м,a,д,ы,ң,д,a,p
с,a,қ,т,a,у,$,V,FRML,IMP,PL,2	с,a,қ,т,a,ы,ң,ы,з,д,a,p
с,a,қ,т,a,у,$,V,SBJV,PL,2,INFM,FUT	с,a,қ,т,a,p,с,ы,ң,д,a,p
с,a,қ,т,a,у,$,V,PROG,SG,2,NEG,INFM,PST	с,a,қ,т,a,м,a,т,ы,н,с,ы,ң
с,a,қ,т,a,у,$,V,PROG,FRML,SG,2,NEG,PRS	с,a,қ,т,a,п, ,ж,a,т,ы,p,м,a,й,с,ы,з
с,a,қ,т,a,у,$,V,FRML,SBJV,PL,2,FUT	с,a,қ,т,a,p,с,ы,з,д,a,p
с,a,қ,т,a,у,$,V,FRML,PL,2,NEG,PRS	с,a,қ,т,a,й,м,a,й,д,ы
с,a,қ,т,a,у,$,V,PRF,PL,3,PST	с,a,қ,т,a,ғ,a,н
