হ,ও,য,়,া,$,V,PROG,3,INFM,PRS	হ,চ,্,ছ,ো
ল,ে,খ,া,$,V,3,POL,PST	ল,ি,খ,ল,ে,ন
ল,ে,খ,া,$,V,2,PRS,LGSPEC1	ল,ি,খ,ি,স
ল,ে,খ,া,$,V,PRF,2,PST,LGSPEC1	ল,ি,খ,ে,ছ,ি,ল,ি
ল,ে,খ,া,$,V,PROG,1,PRS	ল,ি,খ,ছ,ি
ল,ে,খ,া,$,V,PRF,3,POL,PRS	ল,ি,খ,ে,ছ,ে,ন
ল,ে,খ,া,$,V,PRF,3,POL,PST	ল,ি,খ,ে,ছ,ি,ল,ে,ন
ল,ে,খ,া,$,V,1,PST	ল,ি,খ,ল,া,ম
ল,ে,খ,া,$,V,2,FUT,LGSPEC1	ল,ি,খ,ব,ি
ল,ে,খ,া,$,V,3,POL,PRS	ল,ে,খ,ে,ন
ল,ে,খ,া,$,V,2,POL,FUT	ল,ি,খ,ব,ে
ল,ে,খ,া,$,V,PRF,2,POL,PRS	ল,ি,খ,ে,ছ,ে
ল,ে,খ,া,$,V,PROG,2,PST,LGSPEC1	ল,ি,খ,ছ,ি,ল,ি
ল,ে,খ,া,$,V,HAB,3,POL,PST	ল,ি,খ,ত,ে,ন
ল,ে,খ,া,$,V,PROG,3,INFM,PST	ল,ি,খ,ছ,ি,ল,ে
ল,ে,খ,া,$,V,PROG,2,PRS,LGSPEC1	ল,ি,খ,ছ,ি,স
ল,ে,খ,া,$,V,HAB,1,PST	ল,ি,খ,ত,া,ম
ল,ে,খ,া,$,V,PROG,3,INFM,PRS	ল,ি,খ,ছ,ো
ট,া,ই,প, ,ক,র,া,$,V,PRF,3,POL,PST	ট,া,ই,প, ,ক,র,ে,ছ,ি,ল,ে,ন
ট,া,ই,প, ,ক,র,া,$,V,PROG,1,PRS	ট,া,ই,প, ,ক,র,ছ,ি
ট,া,ই,প, ,ক,র,া,$,V,PROG,3,INFM,PST	ট,া,ই,প, ,ক,র,ছ,ি,ল,ে
ট,া,ই,প, ,ক,র,া,$,V,3,POL,PRS	ট,া,ই,প, ,ক,র,ে,ন
ট,া,ই,প, ,ক,র,া,$,V,PROG,1,PST	ট,া,ই,প, ,ক,র,ছ,ি,ল,া,ম
ট,া,ই,প, ,ক,র,া,$,V,PROG,2,POL,PRS	ট,া,ই,প, ,ক,র,ছ,ে
ট,া,ই,প, ,ক,র,া,$,V,PRF,2,PST,LGSPEC1	ট,া,ই,প, ,ক,র,ে,ছ,ি,ল,ি
ট,া,ই,প, ,ক,র,া,$,V,PROG,3,POL,PST	ট,া,ই,প, ,ক,র,ছ,ি,ল,ে,ন
ট,া,ই,প, ,ক,র,া,$,V,PRF,2,POL,PRS	ট,া,ই,প, ,ক,র,ে,ছ,ে
ট,া,ই,প, ,ক,র,া,$,V,NFIN	ট,া,ই,প, ,ক,র,ত,ে
ট,া,ই,প, ,ক,র,া,$,V,1,FUT	ট,া,ই,প, ,ক,র,ব,ো
ট,া,ই,প, ,ক,র,া,$,V,2,POL,FUT	ট,া,ই,প, ,ক,র,ব,ে
ট,া,ই,প, ,ক,র,া,$,V,1,PST	ট,া,ই,প, ,ক,র,ল,া,ম
ট,া,ই,প, ,ক,র,া,$,V,3,INFM,PST	ট,া,ই,প, ,ক,র,ল,ে
ট,া,ই,প, ,ক,র,া,$,V,PRF,3,INFM,PRS	ট,া,ই,প, ,ক,র,ে,ছ,ো
ট,া,ই,প, ,ক,র,া,$,V,PROG,3,POL,PRS	ট,া,ই,প, ,ক,র,ছ,ে,ন
ট,া,ই,প, ,ক,র,া,$,V,3,INFM,PRS	ট,া,ই,প, ,ক,র,ো
ট,া,ই,প, ,ক,র,া,$,V,PRF,2,POL,PST	ট,া,ই,প, ,ক,র,ে,ছ,ি,ল,ো
ট,া,ই,প, ,ক,র,া,$,V,PRF,1,PRS	ট,া,ই,প, ,ক,র,ে,ছ,ি
ট,া,ই,প, ,ক,র,া,$,V,PROG,2,PRS,LGSPEC1	ট,া,ই,প, ,ক,র,ছ,ি,স
ট,া,ই,প, ,ক,র,া,$,V,3,POL,PST	ট,া,ই,প, ,ক,র,ল,ে,ন
ট,া,ই,প, ,ক,র,া,$,V,2,FUT,LGSPEC1	ট,া,ই,প, ,ক,র,ব,ি
ট,া,ই,প, ,ক,র,া,$,V,HAB,2,PST,LGSPEC1	ট,া,ই,প, ,ক,র,ত,ি,স
ট,া,ই,প, ,ক,র,া,$,V,PROG,3,INFM,PRS	ট,া,ই,প, ,ক,র,ছ,ো
ট,া,ই,প, ,ক,র,া,$,V,PROG,2,PST,LGSPEC1	ট,া,ই,প, ,ক,র,ছ,ি,ল,ি
ট,া,ই,প, ,ক,র,া,$,V,HAB,1,PST	ট,া,ই,প, ,ক,র,ত,া,ম
ট,া,ই,প, ,ক,র,া,$,V,PROG,2,POL,PST	ট,া,ই,প, ,ক,র,ছ,ি,ল,ো
ট,া,ই,প, ,ক,র,া,$,V,HAB,3,INFM,PST	ট,া,ই,প, ,ক,র,ত,ে
ট,া,ই,প, ,ক,র,া,$,V,HAB,2,POL,PST	ট,া,ই,প, ,ক,র,ত,ো
ট,া,ই,প, ,ক,র,া,$,V,PRF,2,PRS,LGSPEC1	ট,া,ই,প, ,ক,র,ে,ছ,ি,স
ট,া,ই,প, ,ক,র,া,$,V,2,PST,LGSPEC1	ট,া,ই,প, ,ক,র,ল,ি
ট,া,ই,প, ,ক,র,া,$,V,PRF,3,POL,PRS	ট,া,ই,প, ,ক,র,ে,ছ,ে,ন
ট,া,ই,প, ,ক,র,া,$,V,PRF,3,INFM,PST	ট,া,ই,প, ,ক,র,ে,ছ,ি,ল,ে
ট,া,ই,প, ,ক,র,া,$,V,2,POL,PRS	ট,া,ই,প, ,ক,র,ে
ট,া,ই,প, ,ক,র,া,$,V,PRF,1,PST	ট,া,ই,প, ,ক,র,ে,ছ,ি,ল,া,ম
ট,া,ই,প, ,ক,র,া,$,V,2,POL,PST	ট,া,ই,প, ,ক,র,ল,ো
ট,া,ই,প, ,ক,র,া,$,V,1,PRS	ট,া,ই,প, ,ক,র,ি
ট,া,ই,প, ,ক,র,া,$,V,3,POL,FUT	ট,া,ই,প, ,ক,র,ব,ে,ন
ট,া,ই,প, ,ক,র,া,$,V,2,PRS,LGSPEC1	ট,া,ই,প, ,ক,র,ি,স
ট,া,ই,প, ,ক,র,া,$,V,HAB,3,POL,PST	ট,া,ই,প, ,ক,র,ত,ে,ন
ট,া,ই,প, ,ক,র,া,$,V,3,INFM,FUT	ট,া,ই,প, ,ক,র,ব,ে
চ,া,ট,া,$,V,3,INFM,FUT	চ,া,ট,ব,ে
চ,া,ট,া,$,V,PRF,3,POL,PRS	চ,ে,ট,ে,ছ,ে,ন
চ,া,ট,া,$,V,PROG,3,POL,PRS	চ,া,ট,ছ,ে,ন
চ,া,ট,া,$,V,PROG,3,INFM,PRS	চ,া,ট,ছ,ো
চ,া,ট,া,$,V,2,POL,PST	চ,া,ট,ল,ো
চ,া,ট,া,$,V,PRF,1,PST	চ,ে,ট,ে,ছ,ি,ল,া,ম
চ,া,ট,া,$,V,3,POL,PRS	চ,া,ট,ে,ন
চ,া,ট,া,$,V,HAB,2,POL,PST	চ,া,ট,ত,ো
চ,া,ট,া,$,V,PROG,1,PRS	চ,া,ট,ছ,ি
চ,া,ট,া,$,V,1,PRS	চ,া,ট,ি
চ,া,ট,া,$,V,PROG,2,POL,PRS	চ,া,ট,ছ,ে
চ,া,ট,া,$,V,PRF,3,INFM,PST	চ,ে,ট,ে,ছ,ি,ল,ে
চ,া,ট,া,$,V,PRF,3,INFM,PRS	চ,ে,ট,ে,ছ,ো
চ,া,ট,া,$,V,3,POL,PST	চ,া,ট,ল,ে,ন
চ,া,ট,া,$,V,PROG,3,POL,PST	চ,া,ট,ছ,ি,ল,ে,ন
চ,া,ট,া,$,V,PRF,2,PST,LGSPEC1	চ,ে,ট,ে,ছ,ি,ল,ি
চ,া,ট,া,$,V,PRF,2,PRS,LGSPEC1	চ,ে,ট,ে,ছ,ি,স
চ,া,ট,া,$,V,PROG,2,POL,PST	চ,া,ট,ছ,ি,ল,ো
চ,া,ট,া,$,V,2,PST,LGSPEC1	চ,া,ট,ল,ি
চ,া,ট,া,$,V,1,FUT	চ,া,ট,ব,ো
চ,া,ট,া,$,V,PROG,1,PST	চ,া,ট,ছ,ি,ল,া,ম
চ,া,ট,া,$,V,2,POL,FUT	চ,া,ট,ব,ে
চ,া,ট,া,$,V,3,INFM,PST	চ,া,ট,ল,ে
চ,া,ট,া,$,V,HAB,3,POL,PST	চ,া,ট,ত,ে,ন
চ,া,ট,া,$,V,HAB,1,PST	চ,া,ট,ত,া,ম
চ,া,ট,া,$,V,PRF,1,PRS	চ,ে,ট,ে,ছ,ি
চ,া,ট,া,$,V,2,FUT,LGSPEC1	চ,া,ট,ব,ি
চ,া,ট,া,$,V,PRF,2,POL,PRS	চ,ে,ট,ে,ছ,ে
চ,া,ট,া,$,V,PROG,2,PST,LGSPEC1	চ,া,ট,ছ,ি,ল,ি
চ,া,ট,া,$,V,PRF,3,POL,PST	চ,ে,ট,ে,ছ,ি,ল,ে,ন
চ,া,ট,া,$,V,HAB,2,PST,LGSPEC1	চ,া,ট,ত,ি,স
চ,া,ট,া,$,V,2,POL,PRS	চ,া,ট,ে
চ,া,ট,া,$,V,3,INFM,PRS	চ,া,ট,ো
চ,া,ট,া,$,V,NFIN	চ,া,ট,ত,ে
চ,া,ট,া,$,V,PROG,3,INFM,PST	চ,া,ট,ছ,ি,ল,ে
চ,া,ট,া,$,V,3,POL,FUT	চ,া,ট,ব,ে,ন
চ,া,ট,া,$,V,PRF,2,POL,PST	চ,ে,ট,ে,ছ,ি,ল,ো
চ,া,ট,া,$,V,2,PRS,LGSPEC1	চ,া,ট,ি,স
চ,া,ট,া,$,V,PROG,2,PRS,LGSPEC1	চ,া,ট,ছ,ি,স
চ,া,ট,া,$,V,HAB,3,INFM,PST	চ,া,ট,ত,ে
চ,া,ট,া,$,V,1,PST	চ,া,ট,ল,া,ম
ধ,র,া,$,V,2,FUT,LGSPEC1	ধ,র,ব,ি
ধ,র,া,$,V,NFIN	ধ,র,ত,ে
ধ,র,া,$,V,3,POL,PRS	ধ,র,ে,ন
ধ,র,া,$,V,PRF,2,POL,PRS	ধ,র,ে,ছ,ে
ধ,র,া,$,V,2,POL,PRS	ধ,র,ে
ধ,র,া,$,V,PROG,2,PRS,LGSPEC1	ধ,র,ছ,ি,স
ধ,র,া,$,V,2,POL,FUT	ধ,র,ব,ে
ধ,র,া,$,V,PRF,3,INFM,PST	ধ,র,ে,ছ,ি,ল,ে
ধ,র,া,$,V,HAB,3,INFM,PST	ধ,র,ত,ে
ধ,র,া,$,V,3,POL,PST	ধ,র,ল,ে,ন
ধ,র,া,$,V,PROG,3,POL,PRS	ধ,র,ছ,ে,ন
ধ,র,া,$,V,PRF,1,PST	ধ,র,ে,ছ,ি,ল,া,ম
ধ,র,া,$,V,2,POL,PST	ধ,র,ল,ো
ধ,র,া,$,V,1,FUT	ধ,র,ব,ো
ধ,র,া,$,V,HAB,2,PST,LGSPEC1	ধ,র,ত,ি,স
ধ,র,া,$,V,PROG,3,POL,PST	ধ,র,ছ,ি,ল,ে,ন
ধ,র,া,$,V,PRF,2,PST,LGSPEC1	ধ,র,ে,ছ,ি,ল,ি
ধ,র,া,$,V,PROG,2,PST,LGSPEC1	ধ,র,ছ,ি,ল,ি
ধ,র,া,$,V,PRF,3,POL,PST	ধ,র,ে,ছ,ি,ল,ে,ন
ধ,র,া,$,V,3,POL,FUT	ধ,র,ব,ে,ন
ধ,র,া,$,V,2,PST,LGSPEC1	ধ,র,ল,ি
ধ,র,া,$,V,PRF,1,PRS	ধ,র,ে,ছ,ি
ধ,র,া,$,V,PROG,1,PRS	ধ,র,ছ,ি
ধ,র,া,$,V,HAB,1,PST	ধ,র,ত,া,ম
ধ,র,া,$,V,HAB,2,POL,PST	ধ,র,ত,ো
ধ,র,া,$,V,PRF,2,PRS,LGSPEC1	ধ,র,ে,ছ,ি,স
ধ,র,া,$,V,PROG,1,PST	ধ,র,ছ,ি,ল,া,ম
ধ,র,া,$,V,3,INFM,FUT	ধ,র,ব,ে
ধ,র,া,$,V,PROG,3,INFM,PST	ধ,র,ছ,ি,ল,ে
ধ,র,া,$,V,PROG,3,INFM,PRS	ধ,র,ছ,ো
ধ,র,া,$,V,1,PRS	ধ,র,ি
ধ,র,া,$,V,PRF,2,POL,PST	ধ,র,ে,ছ,ি,ল,ো
ধ,র,া,$,V,HAB,3,POL,PST	ধ,র,ত,ে,ন
ধ,র,া,$,V,PRF,3,POL,PRS	ধ,র,ে,ছ,ে,ন
ধ,র,া,$,V,PROG,2,POL,PST	ধ,র,ছ,ি,ল,ো
ধ,র,া,$,V,2,PRS,LGSPEC1	ধ,র,ি,স
ধ,র,া,$,V,3,INFM,PRS	ধ,র,ো
ধ,র,া,$,V,1,PST	ধ,র,ল,া,ম
ধ,র,া,$,V,3,INFM,PST	ধ,র,ল,ে
ধ,র,া,$,V,PRF,3,INFM,PRS	ধ,র,ে,ছ,ো
ধ,র,া,$,V,PROG,2,POL,PRS	ধ,র,ছ,ে
জ,ন,্,ম,$,N,GEN,NDEF	জ,ন,্,ম,ে,র
জ,ন,্,ম,$,N,GEN,DEF,SG	জ,ন,্,ম,ট,া,র
জ,ন,্,ম,$,N,NOM,DEF,SG	জ,ন,্,ম,ট,া
জ,ন,্,ম,$,N,LOC,NDEF	জ,ন,্,ম,ে
জ,ন,্,ম,$,N,ACC,NDEF	জ,ন,্,ম
জ,ন,্,ম,$,N,ACC,DEF,SG	জ,ন,্,ম,ট,া
জ,ন,্,ম,$,N,ACC,DEF,PL	জ,ন,্,ম,গ,ু,ল,া
জ,ন,্,ম,$,N,NOM,DEF,PL	জ,ন,্,ম,গ,ু,ল,া
জ,ন,্,ম,$,N,GEN,DEF,PL	জ,ন,্,ম,গ,ু,ল,া,র
জ,ন,্,ম,$,N,LOC,DEF,PL	জ,ন,্,ম,গ,ু,ল,া,ত,ে
জ,ন,্,ম,$,N,NOM,NDEF	জ,ন,্,ম
জ,ন,্,ম,$,N,LOC,DEF,SG	জ,ন,্,ম,ট,া,ত,ে
প,া,ঠ,া,ন,ো,$,V,3,POL,FUT	প,া,ঠ,া,ব,ে,ন
প,া,ঠ,া,ন,ো,$,V,HAB,3,POL,PST	প,া,ঠ,া,ত,ে,ন
প,া,ঠ,া,ন,ো,$,V,PROG,3,INFM,PST	প,া,ঠ,া,চ,্,ছ,ি,ল,ে
প,া,ঠ,া,ন,ো,$,V,PROG,2,PST,LGSPEC1	প,া,ঠ,া,চ,্,ছ,ি,ল,ি
প,া,ঠ,া,ন,ো,$,V,HAB,1,PST	প,া,ঠ,া,ত,া,ম
প,া,ঠ,া,ন,ো,$,V,2,POL,FUT	প,া,ঠ,া,ব,ে
প,া,ঠ,া,ন,ো,$,V,3,POL,PRS	প,া,ঠ,া,ন
প,া,ঠ,া,ন,ো,$,V,2,PRS,LGSPEC1	প,া,ঠ,া,স
প,া,ঠ,া,ন,ো,$,V,HAB,3,INFM,PST	প,া,ঠ,া,ত,ে
প,া,ঠ,া,ন,ো,$,V,PRF,1,PST	প,া,ঠ,ি,য,়,ে,ছ,ি,ল,া,ম
প,া,ঠ,া,ন,ো,$,V,PROG,1,PST	প,া,ঠ,া,চ,্,ছ,ি,ল,া,ম
প,া,ঠ,া,ন,ো,$,V,NFIN	প,া,ঠ,া,ত,ে
প,া,ঠ,া,ন,ো,$,V,PRF,2,POL,PST	প,া,ঠ,ি,য,়,ে,ছ,ি,ল,ো
প,া,ঠ,া,ন,ো,$,V,HAB,2,PST,LGSPEC1	প,া,ঠ,া,ত,ি,স
প,া,ঠ,া,ন,ো,$,V,PRF,2,POL,PRS	প,া,ঠ,ি,য,়,ে,ছ,ে
প,া,ঠ,া,ন,ো,$,V,PRF,3,INFM,PRS	প,া,ঠ,ি,য,়,ে,ছ,ো
প,া,ঠ,া,ন,ো,$,V,2,PST,LGSPEC1	প,া,ঠ,া,ল,ি
প,া,ঠ,া,ন,ো,$,V,PROG,1,PRS	প,া,ঠ,া,চ,্,ছ,ি
প,া,ঠ,া,ন,ো,$,V,PRF,3,POL,PRS	প,া,ঠ,ি,য,়,ে,ছ,ে,ন
প,া,ঠ,া,ন,ো,$,V,PROG,3,POL,PRS	প,া,ঠ,া,চ,্,ছ,ে,ন
প,া,ঠ,া,ন,ো,$,V,PROG,3,POL,PST	প,া,ঠ,া,চ,্,ছ,ি,ল,ে,ন
প,া,ঠ,া,ন,ো,$,V,PRF,3,POL,PST	প,া,ঠ,ি,য,়,ে,ছ,ি,ল,ে,ন
প,া,ঠ,া,ন,ো,$,V,2,POL,PST	প,া,ঠ,া,ল,ো
প,া,ঠ,া,ন,ো,$,V,PROG,2,POL,PRS	প,া,ঠ,া,চ,্,ছ,ে
প,া,ঠ,া,ন,ো,$,V,PRF,2,PST,LGSPEC1	প,া,ঠ,ি,য,়,ে,ছ,ি,ল,ি
প,া,ঠ,া,ন,ো,$,V,PROG,2,POL,PST	প,া,ঠ,া,চ,্,ছ,ি,ল,ো
প,া,ঠ,া,ন,ো,$,V,3,POL,PST	প,া,ঠ,া,ল,ে,ন
প,া,ঠ,া,ন,ো,$,V,PRF,1,PRS	প,া,ঠ,ি,য,়,ে,ছ,ি
প,া,ঠ,া,ন,ো,$,V,PRF,2,PRS,LGSPEC1	প,া,ঠ,ি,য,়,ে,ছ,ি,স
প,া,ঠ,া,ন,ো,$,V,2,POL,PRS	প,া,ঠ,া,য,়
প,া,ঠ,া,ন,ো,$,V,PROG,3,INFM,PRS	প,া,ঠ,া,চ,্,ছ,ো
প,া,ঠ,া,ন,ো,$,V,2,FUT,LGSPEC1	প,া,ঠ,া,ব,ি
প,া,ঠ,া,ন,ো,$,V,3,INFM,PST	প,া,ঠ,া,ল,ে
প,া,ঠ,া,ন,ো,$,V,1,FUT	প,া,ঠ,া,ব,ো
প,া,ঠ,া,ন,ো,$,V,HAB,2,POL,PST	প,া,ঠ,া,ত,ো
প,া,ঠ,া,ন,ো,$,V,PRF,3,INFM,PST	প,া,ঠ,ি,য,়,ে,ছ,ি,ল,ে
প,া,ঠ,া,ন,ো,$,V,3,INFM,FUT	প,া,ঠ,া,ব,ে
প,া,ঠ,া,ন,ো,$,V,1,PST	প,া,ঠ,া,ল,া,ম
প,া,ঠ,া,ন,ো,$,V,1,PRS	প,া,ঠ,া,ই
প,া,ঠ,া,ন,ো,$,V,PROG,2,PRS,LGSPEC1	প,া,ঠ,া,চ,্,ছ,ি,স
প,া,ঠ,া,ন,ো,$,V,3,INFM,PRS	প,া,ঠ,া,ও
চ,া,ল,া,ন,ো,$,V,PRF,2,PST,LGSPEC1	চ,া,ল,ি,য,়,ে,ছ,ি,ল,ি
চ,া,ল,া,ন,ো,$,V,2,FUT,LGSPEC1	চ,া,ল,া,ব,ি
চ,া,ল,া,ন,ো,$,V,PROG,3,INFM,PST	চ,া,ল,া,চ,্,ছ,ি,ল,ে
চ,া,ল,া,ন,ো,$,V,NFIN	চ,া,ল,া,ত,ে
চ,া,ল,া,ন,ো,$,V,PROG,1,PRS	চ,া,ল,া,চ,্,ছ,ি
চ,া,ল,া,ন,ো,$,V,PROG,3,INFM,PRS	চ,া,ল,া,চ,্,ছ,ো
চ,া,ল,া,ন,ো,$,V,PRF,3,INFM,PRS	চ,া,ল,ি,য,়,ে,ছ,ো
চ,া,ল,া,ন,ো,$,V,PROG,2,POL,PST	চ,া,ল,া,চ,্,ছ,ি,ল,ো
চ,া,ল,া,ন,ো,$,V,2,POL,FUT	চ,া,ল,া,ব,ে
চ,া,ল,া,ন,ো,$,V,HAB,3,INFM,PST	চ,া,ল,া,ত,ে
চ,া,ল,া,ন,ো,$,V,3,POL,PST	চ,া,ল,া,ল,ে,ন
চ,া,ল,া,ন,ো,$,V,2,PRS,LGSPEC1	চ,া,ল,া,স
চ,া,ল,া,ন,ো,$,V,PRF,1,PST	চ,া,ল,ি,য,়,ে,ছ,ি,ল,া,ম
চ,া,ল,া,ন,ো,$,V,3,POL,PRS	চ,া,ল,া,ন
চ,া,ল,া,ন,ো,$,V,PROG,2,PRS,LGSPEC1	চ,া,ল,া,চ,্,ছ,ি,স
চ,া,ল,া,ন,ো,$,V,3,INFM,FUT	চ,া,ল,া,ব,ে
চ,া,ল,া,ন,ো,$,V,HAB,1,PST	চ,া,ল,া,ত,া,ম
চ,া,ল,া,ন,ো,$,V,3,INFM,PST	চ,া,ল,া,ল,ে
চ,া,ল,া,ন,ো,$,V,PRF,3,INFM,PST	চ,া,ল,ি,য,়,ে,ছ,ি,ল,ে
চ,া,ল,া,ন,ো,$,V,1,PST	চ,া,ল,া,ল,া,ম
চ,া,ল,া,ন,ো,$,V,2,PST,LGSPEC1	চ,া,ল,া,ল,ি
চ,া,ল,া,ন,ো,$,V,3,POL,FUT	চ,া,ল,া,ব,ে,ন
চ,া,ল,া,ন,ো,$,V,HAB,2,PST,LGSPEC1	চ,া,ল,া,ত,ি,স
চ,া,ল,া,ন,ো,$,V,PROG,1,PST	চ,া,ল,া,চ,্,ছ,ি,ল,া,ম
চ,া,ল,া,ন,ো,$,V,PRF,2,POL,PST	চ,া,ল,ি,য,়,ে,ছ,ি,ল,ো
চ,া,ল,া,ন,ো,$,V,PRF,3,POL,PST	চ,া,ল,ি,য,়,ে,ছ,ি,ল,ে,ন
চ,া,ল,া,ন,ো,$,V,PRF,3,POL,PRS	চ,া,ল,ি,য,়,ে,ছ,ে,ন
চ,া,ল,া,ন,ো,$,V,3,INFM,PRS	চ,া,ল,া,ও
চ,া,ল,া,ন,ো,$,V,PRF,2,POL,PRS	চ,া,ল,ি,য,়,ে,ছ,ে
চ,া,ল,া,ন,ো,$,V,2,POL,PRS	চ,া,ল,া,য,়
চ,া,ল,া,ন,ো,$,V,PROG,2,PST,LGSPEC1	চ,া,ল,া,চ,্,ছ,ি,ল,ি
চ,া,ল,া,ন,ো,$,V,1,PRS	চ,া,ল,া,ই
চ,া,ল,া,ন,ো,$,V,PROG,2,POL,PRS	চ,া,ল,া,চ,্,ছ,ে
চ,া,ল,া,ন,ো,$,V,PRF,2,PRS,LGSPEC1	চ,া,ল,ি,য,়,ে,ছ,ি,স
চ,া,ল,া,ন,ো,$,V,1,FUT	চ,া,ল,া,ব,ো
চ,া,ল,া,ন,ো,$,V,PROG,3,POL,PST	চ,া,ল,া,চ,্,ছ,ি,ল,ে,ন
চ,া,ল,া,ন,ো,$,V,2,POL,PST	চ,া,ল,া,ল,ো
চ,া,ল,া,ন,ো,$,V,PROG,3,POL,PRS	চ,া,ল,া,চ,্,ছ,ে,ন
চ,া,ল,া,ন,ো,$,V,HAB,3,POL,PST	চ,া,ল,া,ত,ে,ন
চ,া,ল,া,ন,ো,$,V,PRF,1,PRS	চ,া,ল,ি,য,়,ে,ছ,ি
চ,া,ল,া,ন,ো,$,V,HAB,2,POL,PST	চ,া,ল,া,ত,ো
ন,ী,হ,া,র,ি,ক,া,$,N,LOC,DEF,PL	ন,ী,হ,া,র,ি,ক,া,গ,ু,ল,া,ত,ে
ন,ী,হ,া,র,ি,ক,া,$,N,LOC,DEF,SG	ন,ী,হ,া,র,ি,ক,া,ট,া,ত,ে
ন,ী,হ,া,র,ি,ক,া,$,N,ACC,DEF,SG	ন,ী,হ,া,র,ি,ক,া,ট,া
ন,ী,হ,া,র,ি,ক,া,$,N,ACC,NDEF	ন,ী,হ,া,র,ি,ক,া
ন,ী,হ,া,র,ি,ক,া,$,N,GEN,DEF,PL	ন,ী,হ,া,র,ি,ক,া,গ,ু,ল,া,র
ন,ী,হ,া,র,ি,ক,া,$,N,NOM,NDEF	ন,ী,হ,া,র,ি,ক,া
ন,ী,হ,া,র,ি,ক,া,$,N,LOC,NDEF	ন,ী,হ,া,র,ি,ক,া,ত,ে
ন,ী,হ,া,র,ি,ক,া,$,N,GEN,DEF,SG	ন,ী,হ,া,র,ি,ক,া,ট,া,র
ন,ী,হ,া,র,ি,ক,া,$,N,ACC,DEF,PL	ন,ী,হ,া,র,ি,ক,া,গ,ু,ল,া
ন,ী,হ,া,র,ি,ক,া,$,N,NOM,DEF,SG	ন,ী,হ,া,র,ি,ক,া,ট,া
ন,ী,হ,া,র,ি,ক,া,$,N,GEN,NDEF	ন,ী,হ,া,র,ি,ক,া,র
ন,ী,হ,া,র,ি,ক,া,$,N,NOM,DEF,PL	ন,ী,হ,া,র,ি,ক,া,গ,ু,ল,া
ক,া,র,ণ,$,N,ACC,DEF,PL	ক,া,র,ণ,গ,ু,ল,া
ক,া,র,ণ,$,N,LOC,NDEF	ক,া,র,ণ,ে
ক,া,র,ণ,$,N,GEN,DEF,PL	ক,া,র,ণ,গ,ু,ল,া,র
ক,া,র,ণ,$,N,NOM,NDEF	ক,া,র,ণ
ক,া,র,ণ,$,N,ACC,NDEF	ক,া,র,ণ
ক,া,র,ণ,$,N,GEN,DEF,SG	ক,া,র,ণ,ট,া,র
ক,া,র,ণ,$,N,NOM,DEF,SG	ক,া,র,ণ,ট,া
ক,া,র,ণ,$,N,LOC,DEF,SG	ক,া,র,ণ,ট,া,ত,ে
ক,া,র,ণ,$,N,LOC,DEF,PL	ক,া,র,ণ,গ,ু,ল,া,ত,ে
ক,া,র,ণ,$,N,NOM,DEF,PL	ক,া,র,ণ,গ,ু,ল,া
ক,া,র,ণ,$,N,ACC,DEF,SG	ক,া,র,ণ,ট,া
ক,া,র,ণ,$,N,GEN,NDEF	ক,া,র,ণ,ে,র
ঢ,ু,ক,া,ন,ো,$,V,2,POL,PST	ঢ,ু,ক,া,ল,ো
ঢ,ু,ক,া,ন,ো,$,V,1,PST	ঢ,ু,ক,া,ল,া,ম
ঢ,ু,ক,া,ন,ো,$,V,PROG,3,POL,PRS	ঢ,ু,ক,া,চ,্,ছ,ে,ন
ঢ,ু,ক,া,ন,ো,$,V,3,POL,PST	ঢ,ু,ক,া,ল,ে,ন
ঢ,ু,ক,া,ন,ো,$,V,2,POL,PRS	ঢ,ু,ক,া,য,়
ঢ,ু,ক,া,ন,ো,$,V,3,POL,FUT	ঢ,ু,ক,া,ব,ে,ন
ঢ,ু,ক,া,ন,ো,$,V,PRF,2,PRS,LGSPEC1	ঢ,ু,ক,ি,য,়,ে,ছ,ি,স
ঢ,ু,ক,া,ন,ো,$,V,1,PRS	ঢ,ু,ক,া,ই
ঢ,ু,ক,া,ন,ো,$,V,NFIN	ঢ,ু,ক,া,ত,ে
ঢ,ু,ক,া,ন,ো,$,V,2,PRS,LGSPEC1	ঢ,ু,ক,া,স
ঢ,ু,ক,া,ন,ো,$,V,3,INFM,FUT	ঢ,ু,ক,া,ব,ে
ঢ,ু,ক,া,ন,ো,$,V,PROG,2,PST,LGSPEC1	ঢ,ু,ক,া,চ,্,ছ,ি,ল,ি
ঢ,ু,ক,া,ন,ো,$,V,PRF,2,POL,PST	ঢ,ু,ক,ি,য,়,ে,ছ,ি,ল,ো
ঢ,ু,ক,া,ন,ো,$,V,PRF,3,POL,PRS	ঢ,ু,ক,ি,য,়,ে,ছ,ে,ন
ঢ,ু,ক,া,ন,ো,$,V,HAB,1,PST	ঢ,ু,ক,া,ত,া,ম
ঢ,ু,ক,া,ন,ো,$,V,HAB,2,POL,PST	ঢ,ু,ক,া,ত,ো
ঢ,ু,ক,া,ন,ো,$,V,3,INFM,PST	ঢ,ু,ক,া,ল,ে
ঢ,ু,ক,া,ন,ো,$,V,3,POL,PRS	ঢ,ু,ক,া,ন
ঢ,ু,ক,া,ন,ো,$,V,PROG,2,POL,PST	ঢ,ু,ক,া,চ,্,ছ,ি,ল,ো
