l,i,a,$,COPY	l,i,a
c,h,u,k,i,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,c,h,u,k,i,a
c,h,u,k,i,a,$,V,FIN	k,u,c,h,u,k,i,a
c,h,u,k,i,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,c,h,u,k,i,a
c,h,u,k,i,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,c,h,u,k,i,a
c,h,u,k,i,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,c,h,u,k,i,a
c,h,u,k,i,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,c,h,u,k,i,a
c,h,u,k,i,a,$,V,FIN,IND,PL,2,PST	m,l,i,c,h,u,k,i,a
c,h,u,k,i,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,c,h,u,k,i,a
c,h,u,k,i,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,c,h,u,k,i,a
c,h,u,k,i,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,c,h,u,k,i,a
c,h,u,k,i,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,c,h,u,k,i,a
c,h,u,k,i,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,c,h,u,k,i,a
c,h,u,k,i,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,c,h,u,k,i,a
c,h,u,k,i,a,$,V,FIN,IND,PL,2,FUT	m,t,a,c,h,u,k,i,a
c,h,u,k,i,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,c,h,u,k,i,a
c,h,u,k,i,a,$,V,FIN,IND,SG,3,FUT	a,t,a,c,h,u,k,i,a
c,h,u,k,i,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,c,h,u,k,i,a
c,h,u,k,i,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,c,h,u,k,i,a
c,h,u,k,i,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,c,h,u,k,i,a
c,h,u,k,i,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,c,h,u,k,i,a
c,h,u,k,i,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,c,h,u,k,i,a
c,h,u,k,i,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,c,h,u,k,i,a
c,h,u,k,i,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,c,h,u,k,i,a
c,h,u,k,i,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,c,h,u,k,i,a
c,h,u,k,i,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,c,h,u,k,i,a
c,h,u,k,i,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,c,h,u,k,i,a
c,h,u,k,i,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,c,h,u,k,i,a
f,i,c,h,a,$,COPY	f,i,c,h,a
f,i,c,h,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,f,i,c,h,a
f,i,c,h,a,$,V,FIN,IND,SG,2,PST	u,l,i,f,i,c,h,a
f,i,c,h,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,f,i,c,h,a
f,i,c,h,a,$,V,FIN	k,u,f,i,c,h,a
f,i,c,h,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,f,i,c,h,a
f,i,c,h,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,f,i,c,h,a
f,i,c,h,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,f,i,c,h,a
f,i,c,h,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,f,i,c,h,a
f,i,c,h,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,f,i,c,h,a
f,i,c,h,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,f,i,c,h,a
f,i,c,h,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,f,i,c,h,a
f,i,c,h,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,f,i,c,h,a
f,i,c,h,a,$,V,FIN,IND,SG,2,FUT	u,t,a,f,i,c,h,a
f,i,c,h,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,f,i,c,h,a
f,i,c,h,a,$,V,FIN,IND,PL,2,FUT	m,t,a,f,i,c,h,a
f,i,c,h,a,$,V,FIN,IND,SG,3,FUT	a,t,a,f,i,c,h,a
f,i,c,h,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,f,i,c,h,a
f,i,c,h,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,f,i,c,h,a
f,i,c,h,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,f,i,c,h,a
f,i,c,h,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,f,i,c,h,a
f,i,c,h,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,f,i,c,h,a
f,i,c,h,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,f,i,c,h,a
f,i,c,h,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,f,i,c,h,a
f,i,c,h,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,f,i,c,h,a
f,i,c,h,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,f,i,c,h,a
f,i,c,h,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,f,i,c,h,a
f,i,c,h,a,$,V,FIN,IND,PL,2,PST	m,l,i,f,i,c,h,a
f,i,c,h,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,f,i,c,h,a
f,i,c,h,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,f,i,c,h,a
f,i,c,h,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,f,i,c,h,a
f,i,c,h,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,f,i,c,h,a
f,i,c,h,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,f,i,c,h,a
f,i,c,h,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,f,i,c,h,a
f,i,c,h,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,f,i,c,h,a
f,i,c,h,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,f,i,c,h,a
f,i,c,h,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,f,i,c,h,a
f,i,c,h,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,f,i,c,h,a
f,i,c,h,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,f,i,c,h,a
f,i,c,h,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,f,i,c,h,a
f,i,c,h,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,f,i,c,h,a
f,i,c,h,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,f,i,c,h,a
f,i,c,h,a,$,V,FIN,IND,SG,3,PST	a,l,i,f,i,c,h,a
f,i,c,h,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,f,i,c,h,a
f,i,c,h,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,f,i,c,h,a
f,i,c,h,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,f,i,c,h,a
f,i,c,h,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,f,i,c,h,a
f,i,c,h,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,f,i,c,h,a
f,i,c,h,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,f,i,c,h,a
f,i,c,h,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,f,i,c,h,a
p,o,n,d,a,$,COPY	p,o,n,d,a
p,o,n,d,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,p,o,n,d,a
p,o,n,d,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,p,o,n,d,a
p,o,n,d,a,$,V,FIN,IND,SG,2,FUT	u,t,a,p,o,n,d,a
p,o,n,d,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,p,o,n,d,a
p,o,n,d,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,p,o,n,d,a
p,o,n,d,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,p,o,n,d,a
p,o,n,d,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,p,o,n,d,a
p,o,n,d,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,p,o,n,d,a
p,o,n,d,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,p,o,n,d,a
p,o,n,d,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,p,o,n,d,a
p,o,n,d,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,p,o,n,d,a
p,o,n,d,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,p,o,n,d,a
p,o,n,d,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,p,o,n,d,a
p,o,n,d,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,p,o,n,d,a
p,o,n,d,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,p,o,n,d,a
p,o,n,d,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,p,o,n,d,a
p,o,n,d,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,p,o,n,d,a
p,o,n,d,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,p,o,n,d,a
p,o,n,d,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,p,o,n,d,a
p,o,n,d,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,p,o,n,d,a
p,o,n,d,a,$,V,FIN,IND,SG,3,FUT	a,t,a,p,o,n,d,a
p,o,n,d,a,$,V,FIN,IND,SG,2,PST	u,l,i,p,o,n,d,a
p,o,n,d,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,p,o,n,d,a
p,o,n,d,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,p,o,n,d,a
p,o,n,d,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,p,o,n,d,a
p,o,n,d,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,p,o,n,d,a
p,o,n,d,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,p,o,n,d,a
p,o,n,d,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,p,o,n,d,a
p,o,n,d,a,$,V,FIN	k,u,p,o,n,d,a
p,o,n,d,a,$,V,FIN,IND,SG,3,PST	a,l,i,p,o,n,d,a
p,o,n,d,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,p,o,n,d,a
p,o,n,d,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,p,o,n,d,a
p,o,n,d,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,p,o,n,d,a
p,o,n,d,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,p,o,n,d,a
p,o,n,d,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,p,o,n,d,a
p,o,n,d,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,p,o,n,d,a
p,o,n,d,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,p,o,n,d,a
p,o,n,d,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,p,o,n,d,a
p,o,n,d,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,p,o,n,d,a
p,o,n,d,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,p,o,n,d,a
p,o,n,d,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,p,o,n,d,a
p,o,n,d,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,p,o,n,d,a
p,o,n,d,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,p,o,n,d,a
p,o,n,d,a,$,V,FIN,IND,PL,2,PST	m,l,i,p,o,n,d,a
p,o,n,d,a,$,V,FIN,IND,PL,2,FUT	m,t,a,p,o,n,d,a
p,o,n,d,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,p,o,n,d,a
p,o,n,d,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,p,o,n,d,a
p,o,n,d,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,p,o,n,d,a
p,o,n,d,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,p,o,n,d,a
t,e,m,b,e,a,$,COPY	t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,t,e,m,b,e,a
t,e,m,b,e,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,IND,SG,3,FUT	a,t,a,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,IND,SG,2,PST	u,l,i,t,e,m,b,e,a
t,e,m,b,e,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,t,e,m,b,e,a
t,e,m,b,e,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,t,e,m,b,e,a
t,e,m,b,e,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,t,e,m,b,e,a
t,e,m,b,e,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,IND,PL,2,FUT	m,t,a,t,e,m,b,e,a
t,e,m,b,e,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,t,e,m,b,e,a
t,e,m,b,e,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,t,e,m,b,e,a
t,e,m,b,e,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,t,e,m,b,e,a
t,e,m,b,e,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,t,e,m,b,e,a
t,e,m,b,e,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,t,e,m,b,e,a
t,e,m,b,e,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,t,e,m,b,e,a
t,e,m,b,e,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,t,e,m,b,e,a
t,e,m,b,e,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,t,e,m,b,e,a
t,e,m,b,e,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,t,e,m,b,e,a
t,e,m,b,e,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,IND,SG,2,FUT	u,t,a,t,e,m,b,e,a
t,e,m,b,e,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN	k,u,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,IND,SG,3,PST	a,l,i,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,t,e,m,b,e,a
t,e,m,b,e,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,IND,PL,2,PST	m,l,i,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,t,e,m,b,e,a
t,e,m,b,e,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,t,e,m,b,e,a
t,e,m,b,e,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,t,e,m,b,e,a
t,e,m,b,e,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,t,e,m,b,e,a
t,e,m,b,e,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,t,e,m,b,e,a
t,e,m,b,e,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,t,e,m,b,e,a
t,e,m,b,e,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,t,e,m,b,e,a
t,e,m,b,e,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,t,e,m,b,e,a
t,e,m,b,e,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,t,e,m,b,e,a
s,h,i,k,i,l,i,a,$,COPY	s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,IND,SG,3,FUT	a,t,a,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,IND,SG,2,FUT	u,t,a,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,IND,SG,3,PST	a,l,i,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN	k,u,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,IND,SG,2,PST	u,l,i,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,IND,PL,2,FUT	m,t,a,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,IND,PL,2,PST	m,l,i,s,h,i,k,i,l,i,a
s,h,i,k,i,l,i,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,s,h,i,k,i,l,i,a
o,g,a,$,COPY	o,g,a
o,g,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,o,g,a
o,g,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,o,g,a
o,g,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,o,g,a
o,g,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,o,g,a
o,g,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,o,g,a
o,g,a,$,V,FIN,IND,PL,2,FUT	m,t,a,o,g,a
o,g,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,o,g,a
o,g,a,$,V,FIN,IND,SG,2,FUT	u,t,a,o,g,a
o,g,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,o,g,a
o,g,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,o,g,a
o,g,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,o,g,a
o,g,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,o,g,a
o,g,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,o,g,a
o,g,a,$,V,FIN,IND,SG,2,PST	u,l,i,o,g,a
o,g,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,o,g,a
o,g,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,o,g,a
o,g,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,o,g,a
o,g,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,o,g,a
o,g,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,o,g,a
o,g,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,o,g,a
o,g,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,o,g,a
o,g,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,o,g,a
o,g,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,o,g,a
o,g,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,o,g,a
o,g,a,$,V,FIN,IND,PL,2,PST	m,l,i,o,g,a
o,g,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,o,g,a
o,g,a,$,V,FIN	k,u,o,g,a
o,g,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,o,g,a
o,g,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,o,g,a
o,g,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,o,g,a
o,g,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,o,g,a
o,g,a,$,V,FIN,IND,SG,3,FUT	a,t,a,o,g,a
o,g,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,o,g,a
o,g,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,o,g,a
o,g,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,o,g,a
o,g,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,o,g,a
o,g,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,o,g,a
o,g,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,o,g,a
o,g,a,$,V,FIN,IND,SG,3,PST	a,l,i,o,g,a
o,g,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,o,g,a
o,g,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,o,g,a
o,g,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,o,g,a
o,g,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,o,g,a
o,g,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,o,g,a
o,g,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,o,g,a
o,g,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,o,g,a
o,g,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,o,g,a
o,g,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,o,g,a
o,g,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,o,g,a
