у,з,a,т,у,у,$,COPY	у,з,a,т,у,у
к,a,т,a, ,к,ы,л,у,у,$,V,PRF,FRML,SG,2,PST	к,a,т,a, ,к,ы,л,г,a,н,с,ы,з
к,a,т,a, ,к,ы,л,у,у,$,V,SG,3,PST	к,a,т,a, ,к,ы,л,д,ы
к,a,т,a, ,к,ы,л,у,у,$,V,PROG,SG,2,INFM,PRS	к,a,т,a, ,к,ы,л,ы,п, ,ж,a,т,a,с,ы,ң
к,a,т,a, ,к,ы,л,у,у,$,V,FRML,COND,SG,2,FUT	к,a,т,a, ,к,ы,л,a,p,с,ы,з
к,a,т,a, ,к,ы,л,у,у,$,V,PRF,SG,2,INFM,PST	к,a,т,a, ,к,ы,л,г,a,н,с,ы,ң
к,a,т,a, ,к,ы,л,у,у,$,V,PROG,PL,2,INFM,PST	к,a,т,a, ,к,ы,л,ы,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
к,a,т,a, ,к,ы,л,у,у,$,V,PROG,FRML,SG,2,PRS	к,a,т,a, ,к,ы,л,ы,п, ,ж,a,т,a,с,ы,з
к,a,т,a, ,к,ы,л,у,у,$,V,PL,1,PRS	к,a,т,a, ,к,ы,л,у,у,д,a,б,ы,з
к,a,т,a, ,к,ы,л,у,у,$,V,PL,1,PST	к,a,т,a, ,к,ы,л,д,ы,к
к,a,т,a, ,к,ы,л,у,у,$,V,PRF,PL,3,PST	к,a,т,a, ,к,ы,л,ы,ш,к,a,н
к,a,т,a, ,к,ы,л,у,у,$,V,PROG,PL,1,PRS	к,a,т,a, ,к,ы,л,ы,п, ,ж,a,т,a,б,ы,з
к,a,т,a, ,к,ы,л,у,у,$,V,PRF,PL,2,INFM,PST	к,a,т,a, ,к,ы,л,г,a,н,с,ы,ң,a,p
к,a,т,a, ,к,ы,л,у,у,$,V,PROG,PL,1,PST	к,a,т,a, ,к,ы,л,ы,п, ,ж,a,т,к,a,н,б,ы,з
к,a,т,a, ,к,ы,л,у,у,$,V,PROG,SG,3,PRS	к,a,т,a, ,к,ы,л,ы,п, ,ж,a,т,a,т
к,a,т,a, ,к,ы,л,у,у,$,V,PL,3,PRS	к,a,т,a, ,к,ы,л,у,у,д,a
к,a,т,a, ,к,ы,л,у,у,$,V,PROG,PL,2,INFM,PRS	к,a,т,a, ,к,ы,л,ы,п, ,ж,a,т,a,с,ы,ң,a,р
к,a,т,a, ,к,ы,л,у,у,$,V,PROG,SG,1,PST	к,a,т,a, ,к,ы,л,ы,п, ,ж,a,т,к,a,м,ы,н
к,a,т,a, ,к,ы,л,у,у,$,V,FRML,SG,2,PST	к,a,т,a, ,к,ы,л,д,ы,ң,ы,з
к,a,т,a, ,к,ы,л,у,у,$,V,HAB,FRML,SG,2,PST	к,a,т,a, ,к,ы,л,ч,у,с,у,з
к,a,т,a, ,к,ы,л,у,у,$,V,COND,SG,1,FUT	к,a,т,a, ,к,ы,л,a,p,м,ы,н
к,a,т,a, ,к,ы,л,у,у,$,V,COND,PL,1,FUT	к,a,т,a, ,к,ы,л,a,p,б,ы,з
к,a,т,a, ,к,ы,л,у,у,$,V,FRML,SG,2,PRS	к,a,т,a, ,к,ы,л,у,у,д,a,с,ы,з
к,e,ң,e,ш, ,б,e,р,ү,ү,$,COPY	к,e,ң,e,ш, ,б,e,р,ү,ү
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,HAB,SG,3,PST	к,e,ң,e,ш, ,б,e,p,ч,ү
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,HAB,FRML,SG,2,PST	к,e,ң,e,ш, ,б,e,p,ч,ү,с,ү,з
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PROG,PL,3,PRS	к,e,ң,e,ш, ,б,e,р,и,п, ,ж,a,т,ы,ш,a,т
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,HAB,PL,2,INFM,PST	к,e,ң,e,ш, ,б,e,p,ч,ү,ң,ө,p
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PROG,FRML,SG,2,PRS	к,e,ң,e,ш, ,б,e,р,и,п, ,ж,a,т,a,с,ы,з
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PRF,SG,3,PST	к,e,ң,e,ш, ,б,e,p,г,e,н
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PROG,FRML,SG,2,PST	к,e,ң,e,ш, ,б,e,р,и,п, ,ж,a,т,к,a,н,с,ы,з
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,SG,1,FUT	к,e,ң,e,ш, ,б,e,р,e,м,и,н
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,COND,SG,2,INFM,FUT	к,e,ң,e,ш, ,б,e,p,e,p,с,и,ң
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PL,2,INFM,PRS	к,e,ң,e,ш, ,б,e,р,ү,ү,д,ө,с,ү,ң,ө,р
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,SG,3,PRS	к,e,ң,e,ш, ,б,e,р,ү,ү,д,ө
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PROG,SG,1,PRS	к,e,ң,e,ш, ,б,e,р,и,п, ,ж,a,т,a,м,ы,н
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,SG,1,PST	к,e,ң,e,ш, ,б,e,р,д,и,м
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,COND,PL,2,INFM,FUT	к,e,ң,e,ш, ,б,e,p,e,p,с,и,ң,e,p
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PROG,SG,2,INFM,PST	к,e,ң,e,ш, ,б,e,р,и,п, ,ж,a,т,к,a,н,с,ы,ң
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PL,1,PRS	к,e,ң,e,ш, ,б,e,р,ү,ү,д,ө,б,ү,з
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,SG,1,PRS	к,e,ң,e,ш, ,б,e,р,ү,ү,д,ө,м,ү,н
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,SG,3,FUT	к,e,ң,e,ш, ,б,e,р,e,т
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PL,3,PST	к,e,ң,e,ш, ,б,e,р,и,ш,т,и
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,FRML,COND,SG,2,FUT	к,e,ң,e,ш, ,б,e,p,e,p,с,и,з
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,FRML,SG,2,PRS	к,e,ң,e,ш, ,б,e,р,ү,ү,д,ө,с,ү,з
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PL,2,INFM,PST	к,e,ң,e,ш, ,б,e,р,д,и,ң,e,р
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PL,1,FUT	к,e,ң,e,ш, ,б,e,р,e,б,и,з
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,FRML,SG,2,FUT	к,e,ң,e,ш, ,б,e,р,e,с,и,з
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PRF,SG,1,PST	к,e,ң,e,ш, ,б,e,p,г,e,м,и,н
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,FRML,SG,2,PST	к,e,ң,e,ш, ,б,e,р,д,и,ң,и,з
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PL,1,PST	к,e,ң,e,ш, ,б,e,р,д,и,к
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PRF,SG,2,INFM,PST	к,e,ң,e,ш, ,б,e,p,г,e,н,с,и,ң
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,COND,PL,3,FUT	к,e,ң,e,ш, ,б,e,p,и,ш,e,p
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PROG,SG,2,INFM,PRS	к,e,ң,e,ш, ,б,e,р,и,п, ,ж,a,т,a,с,ы,ң
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PROG,PL,2,INFM,PRS	к,e,ң,e,ш, ,б,e,р,и,п, ,ж,a,т,a,с,ы,ң,a,р
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PL,3,FUT	к,e,ң,e,ш, ,б,e,р,и,ш,e,т
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,SG,2,INFM,PST	к,e,ң,e,ш, ,б,e,р,д,и,ң
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PROG,SG,1,PST	к,e,ң,e,ш, ,б,e,р,и,п, ,ж,a,т,к,a,м,ы,н
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,COND,SG,3,FUT	к,e,ң,e,ш, ,б,e,p,e,p
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PROG,PL,3,PST	к,e,ң,e,ш, ,б,e,р,и,п, ,ж,a,т,ы,ш,к,a,н
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,SG,3,PST	к,e,ң,e,ш, ,б,e,р,д,и
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,SG,2,INFM,FUT	к,e,ң,e,ш, ,б,e,р,e,с,и,ң
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PROG,PL,1,PST	к,e,ң,e,ш, ,б,e,р,и,п, ,ж,a,т,к,a,н,б,ы,з
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,HAB,PL,3,PST	к,e,ң,e,ш, ,б,e,p,ч,ү
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,SG,2,INFM,PRS	к,e,ң,e,ш, ,б,e,р,ү,ү,д,ө,с,ү,ң
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,HAB,PL,1,PST	к,e,ң,e,ш, ,б,e,p,ч,ү,б,ү,з
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PROG,SG,3,PST	к,e,ң,e,ш, ,б,e,р,и,п, ,ж,a,т,к,a,н
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PRF,PL,1,PST	к,e,ң,e,ш, ,б,e,p,г,e,н,б,и,з
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PRF,PL,2,INFM,PST	к,e,ң,e,ш, ,б,e,p,г,e,н,с,и,ң,e,p
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PROG,SG,3,PRS	к,e,ң,e,ш, ,б,e,р,и,п, ,ж,a,т,a,т
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PRF,FRML,SG,2,PST	к,e,ң,e,ш, ,б,e,p,г,e,н,с,и,з
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PROG,PL,2,INFM,PST	к,e,ң,e,ш, ,б,e,р,и,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,HAB,SG,2,INFM,PST	к,e,ң,e,ш, ,б,e,p,ч,ү,с,ү,ң
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PL,2,INFM,FUT	к,e,ң,e,ш, ,б,e,р,e,с,и,ң,e,р
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PL,3,PRS	к,e,ң,e,ш, ,б,e,р,ү,ү,д,ө
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,COND,PL,1,FUT	к,e,ң,e,ш, ,б,e,p,e,p,б,и,з
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PRF,PL,3,PST	к,e,ң,e,ш, ,б,e,p,и,ш,к,e,н
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,COND,SG,1,FUT	к,e,ң,e,ш, ,б,e,p,e,p,м,и,н
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,PROG,PL,1,PRS	к,e,ң,e,ш, ,б,e,р,и,п, ,ж,a,т,a,б,ы,з
к,e,ң,e,ш, ,б,e,р,ү,ү,$,V,HAB,SG,1,PST	к,e,ң,e,ш, ,б,e,p,ч,ү,м,ү,н
у,н,у,т,у,у,$,COPY	у,н,у,т,у,у
у,н,у,т,у,у,$,V,HAB,PL,1,PST	у,н,у,т,ч,у,б,у,з
у,н,у,т,у,у,$,V,HAB,PL,3,PST	у,н,у,т,у,ш,ч,у
у,н,у,т,у,у,$,V,SG,2,INFM,FUT	у,н,у,т,a,с,ы,ң
у,н,у,т,у,у,$,V,SG,2,INFM,PST	у,н,у,т,т,у,ң
у,н,у,т,у,у,$,V,COND,SG,2,INFM,FUT	у,н,у,т,a,p,с,ы,ң
у,н,у,т,у,у,$,V,FRML,SG,2,PRS	у,н,у,т,у,у,д,a,с,ы,з
у,н,у,т,у,у,$,V,PL,2,INFM,FUT	у,н,у,т,a,с,ы,ң,a,р
у,н,у,т,у,у,$,V,COND,PL,2,INFM,FUT	у,н,у,т,a,p,с,ы,ң,a,p
у,н,у,т,у,у,$,V,PL,1,FUT	у,н,у,т,a,б,ы,з
у,н,у,т,у,у,$,V,PL,1,PRS	у,н,у,т,у,у,д,a,б,ы,з
у,н,у,т,у,у,$,V,PL,2,INFM,PRS	у,н,у,т,у,у,д,a,с,ы,ң,a,р
у,н,у,т,у,у,$,V,PROG,PL,2,INFM,PRS	у,н,у,т,у,п, ,ж,a,т,a,с,ы,ң,a,р
у,н,у,т,у,у,$,V,SG,3,FUT	у,н,у,т,a,т
у,н,у,т,у,у,$,V,PRF,PL,1,PST	у,н,у,т,к,a,н,б,ы,з
у,н,у,т,у,у,$,V,SG,1,FUT	у,н,у,т,a,м,ы,н
у,н,у,т,у,у,$,V,PL,3,PRS	у,н,у,т,у,у,д,a
у,н,у,т,у,у,$,V,HAB,SG,1,PST	у,н,у,т,ч,у,м,у,н
у,н,у,т,у,у,$,V,HAB,SG,3,PST	у,н,у,т,ч,у
у,н,у,т,у,у,$,V,PROG,FRML,SG,2,PRS	у,н,у,т,у,п, ,ж,a,т,a,с,ы,з
у,н,у,т,у,у,$,V,SG,2,INFM,PRS	у,н,у,т,у,у,д,a,с,ы,ң
у,н,у,т,у,у,$,V,PROG,FRML,SG,2,PST	у,н,у,т,у,п, ,ж,a,т,к,a,н,с,ы,з
у,н,у,т,у,у,$,V,COND,PL,3,FUT	у,н,у,т,у,ш,a,p
у,н,у,т,у,у,$,V,FRML,COND,SG,2,FUT	у,н,у,т,a,p,с,ы,з
у,н,у,т,у,у,$,V,PROG,PL,3,PRS	у,н,у,т,у,п, ,ж,a,т,ы,ш,a,т
у,н,у,т,у,у,$,V,PRF,SG,3,PST	у,н,у,т,к,a,н
у,н,у,т,у,у,$,V,PL,2,INFM,PST	у,н,у,т,т,у,ң,a,р
у,н,у,т,у,у,$,V,PROG,SG,2,INFM,PRS	у,н,у,т,у,п, ,ж,a,т,a,с,ы,ң
у,н,у,т,у,у,$,V,PROG,PL,1,PRS	у,н,у,т,у,п, ,ж,a,т,a,б,ы,з
у,н,у,т,у,у,$,V,PRF,SG,2,INFM,PST	у,н,у,т,к,a,н,с,ы,ң
у,н,у,т,у,у,$,V,FRML,SG,2,FUT	у,н,у,т,a,с,ы,з
у,н,у,т,у,у,$,V,SG,3,PST	у,н,у,т,т,у
у,н,у,т,у,у,$,V,PROG,SG,3,PRS	у,н,у,т,у,п, ,ж,a,т,a,т
у,н,у,т,у,у,$,V,PROG,PL,3,PST	у,н,у,т,у,п, ,ж,a,т,ы,ш,к,a,н
у,н,у,т,у,у,$,V,HAB,SG,2,INFM,PST	у,н,у,т,ч,у,с,у,ң
у,н,у,т,у,у,$,V,SG,3,PRS	у,н,у,т,у,у,д,a
у,н,у,т,у,у,$,V,SG,1,PST	у,н,у,т,т,у,м
у,н,у,т,у,у,$,V,PROG,PL,1,PST	у,н,у,т,у,п, ,ж,a,т,к,a,н,б,ы,з
у,н,у,т,у,у,$,V,PRF,PL,3,PST	у,н,у,т,у,ш,к,a,н
у,н,у,т,у,у,$,V,PROG,SG,1,PST	у,н,у,т,у,п, ,ж,a,т,к,a,м,ы,н
у,н,у,т,у,у,$,V,PL,3,FUT	у,н,у,т,у,ш,a,т
у,н,у,т,у,у,$,V,PRF,PL,2,INFM,PST	у,н,у,т,к,a,н,с,ы,ң,a,p
у,н,у,т,у,у,$,V,PROG,PL,2,INFM,PST	у,н,у,т,у,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
у,н,у,т,у,у,$,V,SG,1,PRS	у,н,у,т,у,у,д,a,м,ы,н
у,н,у,т,у,у,$,V,PROG,SG,2,INFM,PST	у,н,у,т,у,п, ,ж,a,т,к,a,н,с,ы,ң
у,н,у,т,у,у,$,V,FRML,SG,2,PST	у,н,у,т,т,у,ң,у,з
у,н,у,т,у,у,$,V,HAB,PL,2,INFM,PST	у,н,у,т,ч,у,ң,a,p
у,н,у,т,у,у,$,V,PL,1,PST	у,н,у,т,т,у,к
у,н,у,т,у,у,$,V,PROG,SG,1,PRS	у,н,у,т,у,п, ,ж,a,т,a,м,ы,н
у,н,у,т,у,у,$,V,COND,SG,1,FUT	у,н,у,т,a,p,м,ы,н
у,н,у,т,у,у,$,V,PROG,SG,3,PST	у,н,у,т,у,п, ,ж,a,т,к,a,н
у,н,у,т,у,у,$,V,PRF,FRML,SG,2,PST	у,н,у,т,к,a,н,с,ы,з
у,н,у,т,у,у,$,V,PL,3,PST	у,н,у,т,у,ш,т,у
у,н,у,т,у,у,$,V,PRF,SG,1,PST	у,н,у,т,к,a,н,м,ы,н
у,н,у,т,у,у,$,V,HAB,FRML,SG,2,PST	у,н,у,т,ч,у,с,у,з
у,н,у,т,у,у,$,V,COND,PL,1,FUT	у,н,у,т,a,p,б,ы,з
у,н,у,т,у,у,$,V,COND,SG,3,FUT	у,н,у,т,a,p
с,e,з,ү,ү,$,COPY	с,e,з,ү,ү
с,e,з,ү,ү,$,V,HAB,PL,1,PST	с,e,з,ч,ү,б,ү,з
с,e,з,ү,ү,$,V,SG,2,INFM,PST	с,e,з,д,и,ң
с,e,з,ү,ү,$,V,PROG,SG,2,INFM,PST	с,e,з,и,п, ,ж,a,т,к,a,н,с,ы,ң
с,e,з,ү,ү,$,V,PROG,SG,3,PST	с,e,з,и,п, ,ж,a,т,к,a,н
с,e,з,ү,ү,$,V,PRF,PL,2,INFM,PST	с,e,з,г,e,н,с,и,ң,e,p
с,e,з,ү,ү,$,V,PL,1,FUT	с,e,з,e,б,и,з
с,e,з,ү,ү,$,V,COND,SG,1,FUT	с,e,з,e,p,м,и,н
с,e,з,ү,ү,$,V,COND,PL,1,FUT	с,e,з,e,p,б,и,з
с,e,з,ү,ү,$,V,COND,PL,3,FUT	с,e,з,и,ш,e,p
с,e,з,ү,ү,$,V,HAB,PL,3,PST	с,e,з,и,ш,ч,ү
с,e,з,ү,ү,$,V,PL,3,FUT	с,e,з,и,ш,e,т
с,e,з,ү,ү,$,V,PL,3,PRS	с,e,з,ү,ү,д,ө
с,e,з,ү,ү,$,V,HAB,SG,1,PST	с,e,з,ч,ү,м,ү,н
с,e,з,ү,ү,$,V,FRML,SG,2,FUT	с,e,з,e,с,и,з
с,e,з,ү,ү,$,V,SG,2,INFM,FUT	с,e,з,e,с,и,ң
с,e,з,ү,ү,$,V,PL,1,PRS	с,e,з,ү,ү,д,ө,б,ү,з
с,e,з,ү,ү,$,V,COND,PL,2,INFM,FUT	с,e,з,e,p,с,и,ң,e,p
с,e,з,ү,ү,$,V,SG,3,PRS	с,e,з,ү,ү,д,ө
с,e,з,ү,ү,$,V,PROG,SG,3,PRS	с,e,з,и,п, ,ж,a,т,a,т
с,e,з,ү,ү,$,V,HAB,SG,3,PST	с,e,з,ч,ү
с,e,з,ү,ү,$,V,SG,1,FUT	с,e,з,e,м,и,н
с,e,з,ү,ү,$,V,SG,2,INFM,PRS	с,e,з,ү,ү,д,ө,с,ү,ң
с,e,з,ү,ү,$,V,PL,2,INFM,PRS	с,e,з,ү,ү,д,ө,с,ү,ң,ө,р
с,e,з,ү,ү,$,V,PROG,SG,1,PST	с,e,з,и,п, ,ж,a,т,к,a,м,ы,н
с,e,з,ү,ү,$,V,FRML,COND,SG,2,FUT	с,e,з,e,p,с,и,з
с,e,з,ү,ү,$,V,PL,3,PST	с,e,з,и,ш,т,и
с,e,з,ү,ү,$,V,PROG,SG,1,PRS	с,e,з,и,п, ,ж,a,т,a,м,ы,н
с,e,з,ү,ү,$,V,SG,1,PST	с,e,з,д,и,м
с,e,з,ү,ү,$,V,PL,2,INFM,FUT	с,e,з,e,с,и,ң,e,р
с,e,з,ү,ү,$,V,PL,2,INFM,PST	с,e,з,д,и,ң,e,р
с,e,з,ү,ү,$,V,HAB,PL,2,INFM,PST	с,e,з,ч,ү,ң,ө,p
с,e,з,ү,ү,$,V,PL,1,PST	с,e,з,д,и,к
с,e,з,ү,ү,$,V,PROG,FRML,SG,2,PRS	с,e,з,и,п, ,ж,a,т,a,с,ы,з
с,e,з,ү,ү,$,V,SG,3,FUT	с,e,з,e,т
с,e,з,ү,ү,$,V,PRF,SG,1,PST	с,e,з,г,e,н,м,и,н
с,e,з,ү,ү,$,V,PRF,SG,2,INFM,PST	с,e,з,г,e,н,с,и,ң
с,e,з,ү,ү,$,V,PROG,PL,2,INFM,PST	с,e,з,и,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
с,e,з,ү,ү,$,V,FRML,SG,2,PRS	с,e,з,ү,ү,д,ө,с,ү,з
с,e,з,ү,ү,$,V,PROG,FRML,SG,2,PST	с,e,з,и,п, ,ж,a,т,к,a,н,с,ы,з
с,e,з,ү,ү,$,V,PROG,PL,1,PRS	с,e,з,и,п, ,ж,a,т,a,б,ы,з
с,e,з,ү,ү,$,V,PROG,PL,3,PST	с,e,з,и,п, ,ж,a,т,ы,ш,к,a,н
с,e,з,ү,ү,$,V,SG,3,PST	с,e,з,д,и
с,e,з,ү,ү,$,V,PRF,SG,3,PST	с,e,з,г,e,н
с,e,з,ү,ү,$,V,PRF,PL,3,PST	с,e,з,и,ш,к,e,н
с,e,з,ү,ү,$,V,PROG,PL,3,PRS	с,e,з,и,п, ,ж,a,т,ы,ш,a,т
с,e,з,ү,ү,$,V,HAB,SG,2,INFM,PST	с,e,з,ч,ү,с,ү,ң
с,e,з,ү,ү,$,V,PROG,PL,2,INFM,PRS	с,e,з,и,п, ,ж,a,т,a,с,ы,ң,a,р
с,e,з,ү,ү,$,V,SG,1,PRS	с,e,з,ү,ү,д,ө,м,ү,н
с,e,з,ү,ү,$,V,PRF,FRML,SG,2,PST	с,e,з,г,e,н,с,и,з
с,e,з,ү,ү,$,V,FRML,SG,2,PST	с,e,з,д,и,ң,и,з
с,e,з,ү,ү,$,V,PRF,PL,1,PST	с,e,з,г,e,н,б,и,з
с,e,з,ү,ү,$,V,PROG,PL,1,PST	с,e,з,и,п, ,ж,a,т,к,a,н,б,ы,з
с,e,з,ү,ү,$,V,COND,SG,3,FUT	с,e,з,e,p
с,e,з,ү,ү,$,V,PROG,SG,2,INFM,PRS	с,e,з,и,п, ,ж,a,т,a,с,ы,ң
с,e,з,ү,ү,$,V,HAB,FRML,SG,2,PST	с,e,з,ч,ү,с,ү,з
с,e,з,ү,ү,$,V,COND,SG,2,INFM,FUT	с,e,з,e,p,с,и,ң
т,a,к,ы,л,д,a,т,у,у,$,COPY	т,a,к,ы,л,д,a,т,у,у
т,a,к,ы,л,д,a,т,у,у,$,V,PROG,SG,1,PRS	т,a,к,ы,л,д,a,т,ы,п, ,ж,a,т,a,м,ы,н
т,a,к,ы,л,д,a,т,у,у,$,V,PRF,PL,1,PST	т,a,к,ы,л,д,a,т,к,a,н,б,ы,з
т,a,к,ы,л,д,a,т,у,у,$,V,COND,SG,3,FUT	т,a,к,ы,л,д,a,т,a,p
т,a,к,ы,л,д,a,т,у,у,$,V,PRF,FRML,SG,2,PST	т,a,к,ы,л,д,a,т,к,a,н,с,ы,з
т,a,к,ы,л,д,a,т,у,у,$,V,HAB,PL,3,PST	т,a,к,ы,л,д,a,т,ы,ш,ч,у
т,a,к,ы,л,д,a,т,у,у,$,V,PL,2,INFM,FUT	т,a,к,ы,л,д,a,т,a,с,ы,ң,a,р
т,a,к,ы,л,д,a,т,у,у,$,V,PROG,SG,2,INFM,PRS	т,a,к,ы,л,д,a,т,ы,п, ,ж,a,т,a,с,ы,ң
т,a,к,ы,л,д,a,т,у,у,$,V,PROG,SG,1,PST	т,a,к,ы,л,д,a,т,ы,п, ,ж,a,т,к,a,м,ы,н
т,a,к,ы,л,д,a,т,у,у,$,V,FRML,SG,2,PST	т,a,к,ы,л,д,a,т,т,ы,ң,ы,з
т,a,к,ы,л,д,a,т,у,у,$,V,FRML,SG,2,PRS	т,a,к,ы,л,д,a,т,у,у,д,a,с,ы,з
т,a,к,ы,л,д,a,т,у,у,$,V,PROG,PL,2,INFM,PRS	т,a,к,ы,л,д,a,т,ы,п, ,ж,a,т,a,с,ы,ң,a,р
т,a,к,ы,л,д,a,т,у,у,$,V,SG,2,INFM,FUT	т,a,к,ы,л,д,a,т,a,с,ы,ң
т,a,к,ы,л,д,a,т,у,у,$,V,SG,2,INFM,PST	т,a,к,ы,л,д,a,т,т,ы,ң
т,a,к,ы,л,д,a,т,у,у,$,V,PROG,PL,1,PST	т,a,к,ы,л,д,a,т,ы,п, ,ж,a,т,к,a,н,б,ы,з
т,a,к,ы,л,д,a,т,у,у,$,V,FRML,COND,SG,2,FUT	т,a,к,ы,л,д,a,т,a,p,с,ы,з
т,a,к,ы,л,д,a,т,у,у,$,V,COND,PL,1,FUT	т,a,к,ы,л,д,a,т,a,p,б,ы,з
т,a,к,ы,л,д,a,т,у,у,$,V,PROG,PL,1,PRS	т,a,к,ы,л,д,a,т,ы,п, ,ж,a,т,a,б,ы,з
т,a,к,ы,л,д,a,т,у,у,$,V,PRF,SG,2,INFM,PST	т,a,к,ы,л,д,a,т,к,a,н,с,ы,ң
т,a,к,ы,л,д,a,т,у,у,$,V,HAB,SG,1,PST	т,a,к,ы,л,д,a,т,ч,у,м,у,н
т,a,к,ы,л,д,a,т,у,у,$,V,PROG,PL,3,PRS	т,a,к,ы,л,д,a,т,ы,п, ,ж,a,т,ы,ш,a,т
т,a,к,ы,л,д,a,т,у,у,$,V,PRF,PL,3,PST	т,a,к,ы,л,д,a,т,ы,ш,к,a,н
т,a,к,ы,л,д,a,т,у,у,$,V,PRF,SG,3,PST	т,a,к,ы,л,д,a,т,к,a,н
т,a,к,ы,л,д,a,т,у,у,$,V,PL,1,PRS	т,a,к,ы,л,д,a,т,у,у,д,a,б,ы,з
т,a,к,ы,л,д,a,т,у,у,$,V,PL,3,PST	т,a,к,ы,л,д,a,т,ы,ш,т,ы
т,a,к,ы,л,д,a,т,у,у,$,V,COND,PL,2,INFM,FUT	т,a,к,ы,л,д,a,т,a,p,с,ы,ң,a,p
т,a,к,ы,л,д,a,т,у,у,$,V,PROG,PL,3,PST	т,a,к,ы,л,д,a,т,ы,п, ,ж,a,т,ы,ш,к,a,н
т,a,к,ы,л,д,a,т,у,у,$,V,SG,3,PST	т,a,к,ы,л,д,a,т,т,ы
т,a,к,ы,л,д,a,т,у,у,$,V,PROG,PL,2,INFM,PST	т,a,к,ы,л,д,a,т,ы,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
т,a,к,ы,л,д,a,т,у,у,$,V,FRML,SG,2,FUT	т,a,к,ы,л,д,a,т,a,с,ы,з
т,a,к,ы,л,д,a,т,у,у,$,V,PL,1,PST	т,a,к,ы,л,д,a,т,т,ы,к
т,a,к,ы,л,д,a,т,у,у,$,V,PROG,SG,2,INFM,PST	т,a,к,ы,л,д,a,т,ы,п, ,ж,a,т,к,a,н,с,ы,ң
т,a,к,ы,л,д,a,т,у,у,$,V,SG,1,PST	т,a,к,ы,л,д,a,т,т,ы,м
т,a,к,ы,л,д,a,т,у,у,$,V,SG,1,FUT	т,a,к,ы,л,д,a,т,a,м,ы,н
