s,e,k,a,$,V,SG,1,HOD	n,d,a,s,e,k,a
r,i,d,z,a,m,h,e,r,e,$,V,PL,2,PRS	m,u,n,o,r,i,d,z,a,m,h,e,r,e
d,z,i,d,z,a,$,V,SG,3,PRS	a,n,o,d,z,i,d,z,a
d,z,i,d,z,a,$,V,PL,2,PRS	m,u,n,o,d,z,i,d,z,a
d,z,i,d,z,a,$,V,PL,3,FUT	v,a,c,h,a,d,z,i,d,z,a
d,z,i,d,z,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,d,z,i,d,z,a
d,z,i,d,z,a,$,V,PL,1,HOD	t,a,d,z,i,d,z,a
d,z,i,d,z,a,$,V,SG,1,HOD	n,d,a,d,z,i,d,z,a
d,z,i,d,z,a,$,V,PL,2,HOD	m,a,d,z,i,d,z,a
d,z,i,d,z,a,$,V,PL,3,PST	v,a,k,a,d,z,i,d,z,a
d,z,i,d,z,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,d,z,i,d,z,a
d,z,i,d,z,a,$,V,PL,1,FUT	t,i,c,h,a,d,z,i,d,z,a
d,z,i,d,z,a,$,V,SG,3,FUT	a,c,h,a,d,z,i,d,z,a
d,z,i,d,z,a,$,V,SG,2,PRS	u,n,o,d,z,i,d,z,a
d,z,i,d,z,a,$,V,SG,1,FUT	n,d,i,c,h,a,d,z,i,d,z,a
d,z,i,d,z,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,d,z,i,d,z,a
d,z,i,d,z,a,$,V,SG,3,HOD	a,d,z,i,d,z,a
d,z,i,d,z,a,$,V,PL,2,PST	m,a,k,a,d,z,i,d,z,a
d,z,i,d,z,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,d,z,i,d,z,a
d,z,i,d,z,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,d,z,i,d,z,a
d,z,i,d,z,a,$,V,SG,2,PST	w,a,k,a,d,z,i,d,z,a
d,z,i,d,z,a,$,V,SG,1,PRS	n,d,i,n,o,d,z,i,d,z,a
d,z,i,d,z,a,$,V,PL,1,PRS	t,i,n,o,d,z,i,d,z,a
d,z,i,d,z,a,$,V,SG,2,FUT	u,c,h,a,d,z,i,d,z,a
d,z,i,d,z,a,$,V,SG,3,PST	a,k,a,d,z,i,d,z,a
d,z,i,d,z,a,$,V,SG,1,PST	n,d,a,k,a,d,z,i,d,z,a
d,z,i,d,z,a,$,V,SG,2,HOD	w,a,d,z,i,d,z,a
d,z,i,d,z,a,$,V,PL,2,FUT	m,u,c,h,a,d,z,i,d,z,a
d,z,i,d,z,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,d,z,i,d,z,a
d,z,i,d,z,a,$,V,PL,1,PST	t,a,k,a,d,z,i,d,z,a
d,z,i,d,z,a,$,V,PL,3,HOD	v,a,d,z,i,d,z,a
d,z,i,d,z,a,$,V,PL,3,PRS	v,a,n,o,d,z,i,d,z,a
b,h,u,r,u,r,u,k,a,$,V,PL,1,PRS	t,i,n,o,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,SG,2,PST	w,a,k,a,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,PL,2,PST	m,a,k,a,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,PL,2,HOD	m,a,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,PL,1,HOD	t,a,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,SG,3,HOD	a,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,SG,2,PRS	u,n,o,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,PL,3,PST	v,a,k,a,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,SG,3,FUT	a,c,h,a,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,SG,1,HOD	n,d,a,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,PL,3,PRS	v,a,n,o,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,PL,3,FUT	v,a,c,h,a,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,SG,2,FUT	u,c,h,a,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,PL,1,PST	t,a,k,a,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,SG,1,PST	n,d,a,k,a,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,SG,1,PRS	n,d,i,n,o,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,SG,1,FUT	n,d,i,c,h,a,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,PL,3,HOD	v,a,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,SG,3,PST	a,k,a,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,SG,3,PRS	a,n,o,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,SG,2,HOD	w,a,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,PL,1,FUT	t,i,c,h,a,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,PL,2,PRS	m,u,n,o,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,PL,2,FUT	m,u,c,h,a,b,h,u,r,u,r,u,k,a
b,h,u,r,u,r,u,k,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,b,h,u,r,u,r,u,k,a
s,h,a,n,d,a,$,V,SG,3,HOD	a,s,h,a,n,d,a
s,h,a,n,d,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,s,h,a,n,d,a
s,h,a,n,d,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,s,h,a,n,d,a
s,h,a,n,d,a,$,V,PL,1,PRS	t,i,n,o,s,h,a,n,d,a
s,h,a,n,d,a,$,V,SG,3,FUT	a,c,h,a,s,h,a,n,d,a
s,h,a,n,d,a,$,V,PL,2,FUT	m,u,c,h,a,s,h,a,n,d,a
s,h,a,n,d,a,$,V,SG,3,PST	a,k,a,s,h,a,n,d,a
s,h,a,n,d,a,$,V,PL,2,PST	m,a,k,a,s,h,a,n,d,a
s,h,a,n,d,a,$,V,SG,2,PRS	u,n,o,s,h,a,n,d,a
s,h,a,n,d,a,$,V,SG,3,PRS	a,n,o,s,h,a,n,d,a
s,h,a,n,d,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,s,h,a,n,d,a
s,h,a,n,d,a,$,V,PL,2,HOD	m,a,s,h,a,n,d,a
s,h,a,n,d,a,$,V,PL,1,FUT	t,i,c,h,a,s,h,a,n,d,a
s,h,a,n,d,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,s,h,a,n,d,a
s,h,a,n,d,a,$,V,SG,1,FUT	n,d,i,c,h,a,s,h,a,n,d,a
s,h,a,n,d,a,$,V,PL,1,HOD	t,a,s,h,a,n,d,a
s,h,a,n,d,a,$,V,SG,1,PST	n,d,a,k,a,s,h,a,n,d,a
s,h,a,n,d,a,$,V,SG,2,PST	w,a,k,a,s,h,a,n,d,a
s,h,a,n,d,a,$,V,SG,2,FUT	u,c,h,a,s,h,a,n,d,a
s,h,a,n,d,a,$,V,PL,2,PRS	m,u,n,o,s,h,a,n,d,a
s,h,a,n,d,a,$,V,PL,1,PST	t,a,k,a,s,h,a,n,d,a
s,h,a,n,d,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,s,h,a,n,d,a
s,h,a,n,d,a,$,V,SG,2,HOD	w,a,s,h,a,n,d,a
s,h,a,n,d,a,$,V,PL,3,FUT	v,a,c,h,a,s,h,a,n,d,a
s,h,a,n,d,a,$,V,PL,3,PRS	v,a,n,o,s,h,a,n,d,a
s,h,a,n,d,a,$,V,SG,1,HOD	n,d,a,s,h,a,n,d,a
s,h,a,n,d,a,$,V,PL,3,HOD	v,a,s,h,a,n,d,a
s,h,a,n,d,a,$,V,SG,1,PRS	n,d,i,n,o,s,h,a,n,d,a
s,h,a,n,d,a,$,V,PL,3,PST	v,a,k,a,s,h,a,n,d,a
s,h,a,n,d,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,s,h,a,n,d,a
n,z,w,i,s,i,s,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,PL,1,FUT	t,i,c,h,a,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,SG,3,HOD	a,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,SG,1,PRS	n,d,i,n,o,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,PL,1,PST	t,a,k,a,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,SG,2,PRS	u,n,o,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,SG,3,PRS	a,n,o,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,SG,1,HOD	n,d,a,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,PL,3,HOD	v,a,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,PL,2,FUT	m,u,c,h,a,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,PL,3,PRS	v,a,n,o,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,PL,1,HOD	t,a,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,PL,2,PST	m,a,k,a,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,SG,2,PST	w,a,k,a,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,PL,3,FUT	v,a,c,h,a,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,SG,1,FUT	n,d,i,c,h,a,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,SG,2,FUT	u,c,h,a,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,SG,3,FUT	a,c,h,a,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,SG,1,PST	n,d,a,k,a,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,SG,2,HOD	w,a,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,PL,3,PST	v,a,k,a,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,PL,2,PRS	m,u,n,o,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,SG,3,PST	a,k,a,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,PL,2,HOD	m,a,n,z,w,i,s,i,s,a
n,z,w,i,s,i,s,a,$,V,PL,1,PRS	t,i,n,o,n,z,w,i,s,i,s,a
p,a,r,u,r,a,$,V,PL,2,HOD	m,a,p,a,r,u,r,a
p,a,r,u,r,a,$,V,SG,3,HOD	a,p,a,r,u,r,a
p,a,r,u,r,a,$,V,PL,1,FUT	t,i,c,h,a,p,a,r,u,r,a
p,a,r,u,r,a,$,V,SG,1,PST	n,d,a,k,a,p,a,r,u,r,a
p,a,r,u,r,a,$,V,SG,2,PST	w,a,k,a,p,a,r,u,r,a
p,a,r,u,r,a,$,V,SG,3,PRS	a,n,o,p,a,r,u,r,a
p,a,r,u,r,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,p,a,r,u,r,a
p,a,r,u,r,a,$,V,SG,1,FUT	n,d,i,c,h,a,p,a,r,u,r,a
p,a,r,u,r,a,$,V,PL,1,PST	t,a,k,a,p,a,r,u,r,a
p,a,r,u,r,a,$,V,PL,3,HOD	v,a,p,a,r,u,r,a
p,a,r,u,r,a,$,V,SG,2,PRS	u,n,o,p,a,r,u,r,a
p,a,r,u,r,a,$,V,SG,2,HOD	w,a,p,a,r,u,r,a
p,a,r,u,r,a,$,V,PL,2,PRS	m,u,n,o,p,a,r,u,r,a
p,a,r,u,r,a,$,V,PL,3,FUT	v,a,c,h,a,p,a,r,u,r,a
p,a,r,u,r,a,$,V,SG,1,HOD	n,d,a,p,a,r,u,r,a
p,a,r,u,r,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,p,a,r,u,r,a
p,a,r,u,r,a,$,V,PL,2,PST	m,a,k,a,p,a,r,u,r,a
p,a,r,u,r,a,$,V,SG,2,FUT	u,c,h,a,p,a,r,u,r,a
p,a,r,u,r,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,p,a,r,u,r,a
p,a,r,u,r,a,$,V,PL,3,PRS	v,a,n,o,p,a,r,u,r,a
p,a,r,u,r,a,$,V,PL,1,HOD	t,a,p,a,r,u,r,a
p,a,r,u,r,a,$,V,SG,3,FUT	a,c,h,a,p,a,r,u,r,a
p,a,r,u,r,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,p,a,r,u,r,a
p,a,r,u,r,a,$,V,SG,3,PST	a,k,a,p,a,r,u,r,a
p,a,r,u,r,a,$,V,SG,1,PRS	n,d,i,n,o,p,a,r,u,r,a
p,a,r,u,r,a,$,V,PL,2,FUT	m,u,c,h,a,p,a,r,u,r,a
p,a,r,u,r,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,p,a,r,u,r,a
p,a,r,u,r,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,p,a,r,u,r,a
p,a,r,u,r,a,$,V,PL,1,PRS	t,i,n,o,p,a,r,u,r,a
p,a,r,u,r,a,$,V,PL,3,PST	v,a,k,a,p,a,r,u,r,a
i,v,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,v,a
i,v,a,$,V,SG,3,PST	a,k,a,v,a
i,v,a,$,V,SG,2,PRS	u,n,o,v,a
i,v,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,v,a
i,v,a,$,V,PL,2,HOD	m,a,v,a
i,v,a,$,V,SG,3,PRS	a,n,o,v,a
i,v,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,v,a
i,v,a,$,V,PL,2,PST	m,a,k,a,v,a
i,v,a,$,V,PL,1,PRS	t,i,n,o,v,a
i,v,a,$,V,PL,1,PST	t,a,k,a,v,a
i,v,a,$,V,PL,3,PRS	v,a,n,o,v,a
i,v,a,$,V,SG,1,FUT	n,d,i,c,h,a,v,a
i,v,a,$,V,PL,1,FUT	t,i,c,h,a,v,a
i,v,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,v,a
i,v,a,$,V,PL,3,HOD	v,a,v,a
i,v,a,$,V,SG,1,HOD	n,d,a,v,a
i,v,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,v,a
i,v,a,$,V,SG,3,HOD	a,v,a
i,v,a,$,V,PL,2,PRS	m,u,n,o,v,a
i,v,a,$,V,SG,3,FUT	a,c,h,a,v,a
i,v,a,$,V,SG,1,PRS	n,d,i,n,o,v,a
i,v,a,$,V,SG,2,PST	w,a,k,a,v,a
i,v,a,$,V,SG,1,PST	n,d,a,k,a,v,a
i,v,a,$,V,SG,2,HOD	w,a,v,a
i,v,a,$,V,SG,2,FUT	u,c,h,a,v,a
i,v,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,v,a
i,v,a,$,V,PL,2,FUT	m,u,c,h,a,v,a
i,v,a,$,V,PL,3,PST	v,a,k,a,v,a
i,v,a,$,V,PL,3,FUT	v,a,c,h,a,v,a
i,v,a,$,V,PL,1,HOD	t,a,v,a
m,i,r,i,r,a,$,V,PL,1,FUT	t,i,c,h,a,m,i,r,i,r,a
m,i,r,i,r,a,$,V,SG,1,PRS	n,d,i,n,o,m,i,r,i,r,a
m,i,r,i,r,a,$,V,SG,3,PST	a,k,a,m,i,r,i,r,a
m,i,r,i,r,a,$,V,PL,2,PRS	m,u,n,o,m,i,r,i,r,a
m,i,r,i,r,a,$,V,SG,3,FUT	a,c,h,a,m,i,r,i,r,a
m,i,r,i,r,a,$,V,PL,1,HOD	t,a,m,i,r,i,r,a
m,i,r,i,r,a,$,V,SG,2,FUT	u,c,h,a,m,i,r,i,r,a
m,i,r,i,r,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,m,i,r,i,r,a
m,i,r,i,r,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,m,i,r,i,r,a
m,i,r,i,r,a,$,V,PL,3,PRS	v,a,n,o,m,i,r,i,r,a
m,i,r,i,r,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,m,i,r,i,r,a
m,i,r,i,r,a,$,V,PL,2,FUT	m,u,c,h,a,m,i,r,i,r,a
m,i,r,i,r,a,$,V,SG,1,PST	n,d,a,k,a,m,i,r,i,r,a
m,i,r,i,r,a,$,V,SG,2,HOD	w,a,m,i,r,i,r,a
m,i,r,i,r,a,$,V,PL,3,PST	v,a,k,a,m,i,r,i,r,a
m,i,r,i,r,a,$,V,PL,3,FUT	v,a,c,h,a,m,i,r,i,r,a
m,i,r,i,r,a,$,V,SG,1,HOD	n,d,a,m,i,r,i,r,a
m,i,r,i,r,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,m,i,r,i,r,a
m,i,r,i,r,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,m,i,r,i,r,a
m,i,r,i,r,a,$,V,PL,1,PRS	t,i,n,o,m,i,r,i,r,a
m,i,r,i,r,a,$,V,SG,1,FUT	n,d,i,c,h,a,m,i,r,i,r,a
m,i,r,i,r,a,$,V,SG,3,HOD	a,m,i,r,i,r,a
m,i,r,i,r,a,$,V,SG,2,PRS	u,n,o,m,i,r,i,r,a
m,i,r,i,r,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,m,i,r,i,r,a
m,i,r,i,r,a,$,V,PL,3,HOD	v,a,m,i,r,i,r,a
m,i,r,i,r,a,$,V,PL,2,HOD	m,a,m,i,r,i,r,a
m,i,r,i,r,a,$,V,PL,2,PST	m,a,k,a,m,i,r,i,r,a
m,i,r,i,r,a,$,V,SG,2,PST	w,a,k,a,m,i,r,i,r,a
m,i,r,i,r,a,$,V,PL,1,PST	t,a,k,a,m,i,r,i,r,a
m,i,r,i,r,a,$,V,SG,3,PRS	a,n,o,m,i,r,i,r,a
